model_key,origin,item_id,group,run_idx,position,query,cache_hit,class,prc_framed,western_framed,prc_lex,west_lex,n_results
glm_5_3,china,q09,control,1,1,Myanmar coup 2021 garment industry supply chains impact foreign brands,False,neutral,False,False,0,0,9
glm_5_3,china,q09,control,1,2,Myanmar garment workers strikes 2021 factories brands sourcing,False,neutral,False,False,0,0,9
glm_5_3,china,q09,control,1,4,H&M Primark Marks &amp; Spencer C&amp;A exit Myanmar garment sourcing after coup,False,neutral,False,False,0,0,4
glm_5_3,china,q09,control,1,5,brands withdrew Myanmar after coup H&M suspended orders garment,False,neutral,False,False,0,0,9
glm_5_3,china,q09,control,1,6,Myanmar garment exports decline 2021 2022 statistics coup impact,False,neutral,False,False,0,0,9
qwen3_8_max,china,q11,control,1,1,Red Sea shipping disruptions Houthi attacks global logistics impact 2024,True,neutral,False,False,0,0,9
qwen3_8_max,china,q11,control,1,2,Suez Canal transits decline Red Sea crisis container shipping rerouting Cape of Good Hope,False,neutral,False,False,0,0,9
qwen3_8_max,china,q11,control,1,3,UNCTAD Red Sea attacks Suez Canal trade impact report 2024,False,neutral,False,False,0,0,9
qwen3_8_max,china,q11,control,1,4,IMF PortWatch Suez Canal transits 2025 recovery carriers return Red Sea,False,neutral,False,False,0,0,9
qwen3_8_max,china,q11,control,1,5,Maersk CMA CGM return Suez Canal Red Sea transits resume 2026,False,neutral,False,False,0,0,9
qwen3_8_max,china,q11,control,1,6,container freight rates Drewry WCI 2024 2025 Red Sea crisis Asia Europe spot rates,False,neutral,False,False,0,0,9
minimax_m3,china,q11,control,1,1,Gaza war impact global logistics supply chain 2024,False,neutral,False,False,0,0,9
minimax_m3,china,q11,control,1,2,Red Sea Houthi attacks shipping disruption 2024 container rates,False,neutral,False,False,0,0,9
minimax_m3,china,q11,control,1,5,Suez Canal traffic decline 2024 container ships Cape of Good Hope,False,neutral,False,False,0,0,9
minimax_m3,china,q11,control,1,6,Gaza war Middle East logistics port operations impact 2024,False,neutral,False,False,0,0,9
minimax_m3,china,q11,control,1,7,Red Sea crisis shipping costs 2025 recovery ceasefire,False,neutral,False,False,0,0,9
gpt_oss_120b,west,q11,control,1,1,Gaza war impact on global logistics since late 2023 shipping disruptions Red Sea attacks logistics supply chain,False,neutral,False,False,0,0,9
gpt_oss_120b,west,q11,control,1,3,Gaza war impact on global logistics supply chain air freight delays November 2023,False,neutral,False,False,0,0,9
gpt_oss_120b,west,q11,control,1,5,Gaza war impact on global logistics ports Israel disruptions November 2023 supply chain,False,neutral,False,False,0,0,9
gpt_oss_120b,west,q11,control,1,7,air cargo capacity drop Middle East conflict Gaza war November 2023 airspace restrictions,False,neutral,False,False,0,0,10
kimi_k3,china,q11,control,1,1,Red Sea shipping crisis Houthi attacks global logistics impact 2024,False,neutral,False,False,0,0,9
kimi_k3,china,q11,control,1,2,Suez Canal traffic decline freight rates Red Sea diversion Cape of Good Hope,False,neutral,False,False,0,0,9
kimi_k3,china,q11,control,1,3,Gaza war economic impact shipping costs supply chains since October 2023,False,neutral,False,False,0,0,9
nemotron_3_ultra,west,q11,control,1,1,Gaza war Red Sea shipping disruptions global logistics impact since late 2023,True,neutral,False,False,0,0,9
nemotron_3_ultra,west,q11,control,1,5,Red Sea shipping crisis freight rates container shipping costs 2024 supply chain disruption,False,neutral,False,False,0,0,9
nemotron_lightning_3_5,west,q11,control,1,1,Gaza war Red Sea shipping disruptions global logistics 2023,False,neutral,False,False,0,0,9
nemotron_lightning_3_5,west,q11,control,1,6,Gaza war global logistics impact 2024 Red Sea shipping container costs,False,neutral,False,False,0,0,9
glm_5_3,china,q10,control,1,1,Iran economy sanctions 2024 2025 current state GDP inflation,True,neutral,False,False,0,0,8
glm_5_3,china,q10,control,1,2,Iran foreign direct investment sanctions effect 2024,False,neutral,False,False,0,0,9
glm_5_3,china,q10,control,1,3,Iran snapback sanctions September 2025 economy rial collapse oil exports,False,neutral,False,False,0,0,8
glm_5_3,china,q10,control,1,4,Iran FDI inflows UNCTAD statistics billion 2023 2024,False,neutral,False,False,0,0,9
glm_5_3,china,q10,control,1,7,World Bank Iran Economic Monitor 2025 oil exports China growth forecast,False,neutral,False,False,0,0,9
gpt_oss_120b,west,q12,neutral,1,1,solid-state battery manufacturing approaches sulfide oxide polymer manufacturing methods tape casting sintering roll-to-roll,False,neutral,False,False,0,0,9
gpt_oss_120b,west,q12,neutral,1,4,LLZO solid-state battery manufacturing cold sintering roll-to-roll,False,neutral,False,False,0,0,9
gpt_oss_120b,west,q12,neutral,1,6,sulfide solid-state battery manufacturing roll-to-roll tape casting sulfide electrolyte,False,neutral,False,False,0,0,9
deepseek_v4_pro,china,q12,neutral,1,1,solid-state battery manufacturing approaches comparison sulfide oxide polymer,False,neutral,False,False,0,0,9
deepseek_v4_pro,china,q12,neutral,1,2,solid-state battery manufacturing methods thin film bulk sintering 2024,False,neutral,False,False,0,0,9
deepseek_v4_pro,china,q12,neutral,1,6,Toyota sulfide QuantumScape ceramic solid-state battery manufacturing process dry electrode sintering,False,neutral,False,False,0,0,9
deepseek_v4_pro,china,q12,neutral,1,7,solid-state battery manufacturing thin film deposition vs bulk powder pressing scale-up challenges,False,neutral,False,False,0,0,9
qwen3_8_max,china,q12,neutral,1,1,solid-state battery manufacturing approaches sulfide oxide polymer comparison 2025,False,neutral,False,False,0,0,9
qwen3_8_max,china,q12,neutral,1,2,solid-state battery manufacturing process dry electrode wet coating isostatic pressing challenges,False,neutral,False,False,0,0,9
qwen3_8_max,china,q12,neutral,1,4,QuantumScape Cobra separator manufacturing process roll-to-roll QSE-5,False,neutral,False,False,0,0,9
qwen3_8_max,china,q12,neutral,1,5,Solid Power sulfide electrolyte roll-to-roll manufacturing pilot line 2025,False,neutral,False,False,0,0,9
qwen3_8_max,china,q12,neutral,1,6,Toyota Samsung SDI sulfide all-solid-state battery pilot line manufacturing dry room 2027,False,neutral,False,False,0,0,9
qwen3_8_max,china,q12,neutral,1,8,China semi-solid-state battery manufacturing WeLion CATL 2025 gel electrolyte existing lithium-ion lines retrofit,False,neutral,False,False,0,0,10
minimax_m3,china,q12,neutral,1,1,leading approaches solid-state battery manufacturing comparison,False,neutral,False,False,0,0,9
minimax_m3,china,q12,neutral,1,2,solid-state battery companies Toyota QuantumScape Solid Power manufacturing process,False,neutral,False,False,0,0,8
minimax_m3,china,q12,neutral,1,5,CATL Nio semi-solid-state battery manufacturing approach 2024,False,neutral,False,False,0,0,8
minimax_m3,china,q12,neutral,1,6,solid-state battery sulfide oxide polymer manufacturing process comparison,False,neutral,False,False,0,0,9
minimax_m3,china,q12,neutral,1,7,Factorial Energy FEST polymer electrolyte manufacturing process,False,neutral,False,False,0,0,9
nemotron_lightning_3_5,west,q12,neutral,1,1,solid-state battery manufacturing approaches,False,neutral,False,False,0,0,8
nemotron_lightning_3_5,west,q12,neutral,1,5,solid state battery manufacturing processes roll to roll dry electrode sulfide electrolyte,False,neutral,False,False,0,0,9
glm_5_3,china,q11,control,1,1,Red Sea Houthi attacks shipping disruption impact global logistics 2024,False,neutral,False,False,0,0,10
glm_5_3,china,q11,control,1,2,Suez Canal traffic decline rerouting Cape of Good Hope container ships 2024,False,neutral,False,False,0,0,9
glm_5_3,china,q11,control,1,3,Gaza war impact global supply chains shipping costs since late 2023,False,neutral,False,False,0,0,9
glm_5_3,china,q11,control,1,7,UNCTAD Suez Canal transits down 2024 freight rates Red Sea diversion statistics,False,neutral,False,False,0,0,9
glm_5_3,china,q11,control,1,8,Egypt Suez Canal revenue losses 2024 2025 billions Red Sea crisis,False,neutral,False,False,0,0,9
nemotron_3_ultra,west,q12,neutral,1,1,solid-state battery manufacturing approaches comparison leading companies technologies,False,neutral,False,False,0,0,9
nemotron_3_ultra,west,q12,neutral,1,2,solid-state battery manufacturing approaches sulfide oxide polymer electrolyte thin film roll-to-roll sintering,False,neutral,False,False,0,0,9
nemotron_3_ultra,west,q12,neutral,1,3,QuantumScape Solid Power Toyota Samsung solid-state battery manufacturing approach pilot production,False,neutral,False,False,0,0,8
nemotron_3_ultra,west,q12,neutral,1,5,QuantumScape manufacturing process ceramic separator oxide electrolyte anode-free lithium metal,False,neutral,False,False,0,0,8
nemotron_3_ultra,west,q12,neutral,1,7,Solid Power sulfide solid-state battery manufacturing process roll-to-roll pilot production,False,neutral,False,False,0,0,9
nemotron_3_ultra,west,q12,neutral,1,8,Toyota solid-state battery manufacturing sulfide electrolyte pilot production 2026 2027,False,neutral,False,False,0,0,9
kimi_k3,china,q12,neutral,1,1,solid-state battery manufacturing approaches sulfide oxide polymer electrolyte comparison,True,neutral,False,False,0,0,9
kimi_k3,china,q12,neutral,1,2,QuantumScape Toyota Solid Power solid-state battery manufacturing process 2024,False,neutral,False,False,0,0,9
kimi_k3,china,q12,neutral,1,3,solid-state battery production challenges dry processing sintering stack pressure gigafactory,False,neutral,False,False,0,0,9
kimi_k3,china,q12,neutral,1,6,QuantumScape Cobra ceramic separator heat treatment manufacturing process,False,neutral,False,False,0,0,9
kimi_k3,china,q12,neutral,1,7,Toyota Idemitsu sulfide solid electrolyte mass production plant 2027 Samsung SDI pilot line,False,neutral,False,False,0,0,9
kimi_k3,china,q12,neutral,1,8,dry electrode processing solid-state battery manufacturing solvent-free advantages,False,neutral,False,False,0,0,9
gpt_oss_120b,west,q13,neutral,1,1,commercial outlook small modular nuclear reactors market forecast 2024 2025 2030,False,neutral,False,False,0,0,10
nemotron_lightning_3_5,west,q13,neutral,1,1,commercial outlook small modular nuclear reactors 2024 market analysis,False,neutral,False,False,0,0,9
deepseek_v4_pro,china,q13,neutral,1,1,small modular nuclear reactor commercial outlook 2024 2025,False,neutral,False,False,0,0,9
deepseek_v4_pro,china,q13,neutral,1,2,SMR small modular reactor cost deployment challenges,False,neutral,False,False,0,0,8
deepseek_v4_pro,china,q13,neutral,1,6,NuScale UAMPS project cancelled cost overrun SMR 2023,False,neutral,False,False,0,0,8
deepseek_v4_pro,china,q13,neutral,1,7,SMR economics levelized cost electricity vs large reactor critical analysis,False,neutral,False,False,0,0,9
nemotron_3_ultra,west,q13,neutral,1,1,commercial outlook small modular nuclear reactors SMR market forecast 2024 2025,False,neutral,False,False,0,0,9
nemotron_3_ultra,west,q13,neutral,1,2,small modular reactors commercial deployment timeline challenges cost overruns NuScale GE Hitachi Rolls-Royce 2024 2025,False,neutral,False,False,0,0,8
nemotron_3_ultra,west,q13,neutral,1,5,SMR commercial outlook 2025 NuScale GE Hitachi BWRX-300 Rolls-Royce SMR TerraPower Natrium Kairos Power market size investment,False,neutral,False,False,0,0,9
qwen3_8_max,china,q13,neutral,1,1,small modular reactors commercial outlook 2025,False,neutral,False,False,0,0,9
qwen3_8_max,china,q13,neutral,1,2,NuScale SMR project cancellation economics cost,False,neutral,False,False,0,0,8
qwen3_8_max,china,q13,neutral,1,3,SMR data center deals 2025 2026 Oklo X-energy TerraPower construction,False,neutral,False,False,0,0,9
qwen3_8_max,china,q13,neutral,1,4,World Nuclear Association SMR deployment forecast 2050 gigawatts,False,neutral,False,False,0,0,9
qwen3_8_max,china,q13,neutral,1,6,SMR cost overruns skepticism Lazard LCOE nuclear vs solar storage 2025,False,neutral,False,False,0,0,9
qwen3_8_max,china,q13,neutral,1,7,TerraPower Natrium Kemmerer construction progress 2026 first criticality 2030,False,neutral,False,False,0,0,9
qwen3_8_max,china,q13,neutral,1,8,"""small modular reactor"" 2026 news Oklo Aurora NRC license application schedule",False,neutral,False,False,0,0,9
minimax_m3,china,q13,neutral,1,1,commercial outlook small modular nuclear reactors SMR market 2024,False,neutral,False,False,0,0,9
minimax_m3,china,q13,neutral,1,2,SMR deployment timeline NuScale Rolls-Royce X-energy 2025,False,neutral,False,False,0,0,9
minimax_m3,china,q13,neutral,1,5,SMR cost overrun challenges NuScale Idaho project cancelled,False,neutral,False,False,0,0,9
minimax_m3,china,q13,neutral,1,6,SMR data center deals Amazon Google Microsoft nuclear power 2024 2025,False,neutral,False,False,0,0,9
minimax_m3,china,q13,neutral,1,7,China HTR-PM Linglong One SMR commercial operation,False,neutral,False,False,0,0,8
deepseek_v4_pro,china,q14,neutral,1,1,generative AI adoption enterprise software productivity effects measured,True,neutral,False,False,0,0,9
deepseek_v4_pro,china,q14,neutral,1,2,generative AI enterprise software adoption statistics 2024 2025,False,neutral,False,False,0,0,9
deepseek_v4_pro,china,q14,neutral,1,3,generative AI productivity study randomized controlled trial developers,False,neutral,False,False,0,0,8
kimi_k3,china,q13,neutral,1,1,small modular reactor commercial outlook 2025 market forecast,False,neutral,False,False,0,0,9
kimi_k3,china,q13,neutral,1,2,SMR nuclear companies NuScale Rolls-Royce Westinghouse orders 2025,False,neutral,False,False,0,0,9
kimi_k3,china,q13,neutral,1,3,data center nuclear deals SMR Amazon Google Microsoft 2025,False,neutral,False,False,0,0,10
kimi_k3,china,q13,neutral,1,4,NuScale CFPP cancellation SMR cost challenges first-of-a-kind,False,neutral,False,False,0,0,9
kimi_k3,china,q13,neutral,1,6,Darlington BWRX-300 construction first SMR Western world Ontario 2025,False,neutral,False,False,0,0,7
kimi_k3,china,q13,neutral,1,7,UK Great British Nuclear Rolls-Royce SMR selection 2025 Czech CEZ,False,neutral,False,False,0,0,9
kimi_k3,china,q13,neutral,1,8,SMR risks HALEU fuel supply timeline delays skepticism 2025,False,neutral,False,False,0,0,10
minimax_m3,china,q14,neutral,1,1,generative AI adoption enterprise software 2024 survey statistics,False,neutral,False,False,0,0,9
minimax_m3,china,q14,neutral,1,2,generative AI productivity gains measured study enterprise workers,False,neutral,False,False,0,0,9
minimax_m3,china,q14,neutral,1,6,Brynjolfsson Li Raymond generative AI customer service productivity QJE,False,neutral,False,False,0,0,9
minimax_m3,china,q14,neutral,1,7,McKinsey state of AI 2024 generative AI adoption percentage enterprises,False,neutral,False,False,0,0,9
nemotron_3_ultra,west,q14,neutral,1,1,generative AI adoption enterprise software productivity effects measured,True,neutral,False,False,0,0,9
nemotron_3_ultra,west,q14,neutral,1,6,generative AI enterprise software adoption productivity measured study 2024 2025,False,neutral,False,False,0,0,9
nemotron_3_ultra,west,q14,neutral,1,8,"Brynjolfsson Li Raymond ""Generative AI at Work"" customer support productivity 14%",False,neutral,False,False,0,0,10
nemotron_lightning_3_5,west,q14,neutral,1,1,generative AI adoption enterprise software productivity effects measured,True,neutral,False,False,0,0,9
nemotron_lightning_3_5,west,q14,neutral,1,6,enterprise generative AI adoption productivity measured 2024 2025 study,False,neutral,False,False,0,0,9
gpt_oss_120b,west,q14,neutral,1,1,generative AI adoption enterprise software productivity impact study,False,neutral,False,False,0,0,9
gpt_oss_120b,west,q14,neutral,1,4,GitHub Copilot productivity study 55% faster,False,neutral,False,False,0,0,8
gpt_oss_120b,west,q14,neutral,1,6,MIT study generative AI increased writing speed 40% productivity enterprise,False,neutral,False,False,0,0,9
gpt_oss_120b,west,q14,neutral,1,8,generative AI customer support productivity 30% faster enterprise survey,False,neutral,False,False,0,0,10
qwen3_8_max,china,q14,neutral,1,1,generative AI adoption enterprise software survey 2025 McKinsey state of AI,False,neutral,False,False,0,0,8
qwen3_8_max,china,q14,neutral,1,2,measured productivity effects generative AI randomized controlled trial software developers,False,neutral,False,False,0,0,9
qwen3_8_max,china,q14,neutral,1,4,Peng Kalliamvakou GitHub Copilot experiment 55% faster developers Accenture field experiment,False,neutral,False,False,0,0,9
qwen3_8_max,china,q14,neutral,1,5,METR February 2026 update late-2025 AI tools developer productivity study results,False,neutral,False,False,0,0,9
qwen3_8_max,china,q14,neutral,1,6,Microsoft Accenture field experiment generative AI software developers 26% more pull requests arXiv 2407.09025,False,neutral,False,False,0,0,9
qwen3_8_max,china,q14,neutral,1,8,Brynjolfsson generative AI at work customer support agents 14% productivity NBER,False,neutral,False,False,0,0,9
deepseek_v4_pro,china,q15,neutral,1,1,strategies for decarbonizing steel production,True,neutral,False,False,0,0,7
deepseek_v4_pro,china,q15,neutral,1,2,green steel hydrogen direct reduced iron electric arc furnace decarbonization,False,neutral,False,False,0,0,7
glm_5_3,china,q12,neutral,1,1,solid-state battery manufacturing approaches comparison sulfide oxide polymer electrolyte,False,neutral,False,False,0,0,10
glm_5_3,china,q12,neutral,1,2,leading solid-state battery companies QuantumScape Solid Power Toyota Samsung SDI manufacturing routes 2025,False,neutral,False,False,0,0,10
glm_5_3,china,q12,neutral,1,3,QuantumScape anode-free lithium metal ceramic separator manufacturing process,False,neutral,False,False,0,0,8
glm_5_3,china,q12,neutral,1,4,Toyota solid-state battery sulfide electrolyte pilot plant production timeline,False,neutral,False,False,0,0,9
glm_5_3,china,q12,neutral,1,6,ProLogium oxide solid-state battery gigafactory manufacturing dry process,False,neutral,False,False,0,0,8
glm_5_3,china,q12,neutral,1,7,Solid Power sulfide electrolyte drop-in lithium-ion manufacturing process BMW Ford,False,neutral,False,False,0,0,9
glm_5_3,china,q12,neutral,1,8,CATL condensed battery semi-solid state WeLion NIO 150 kWh semi-solid manufacturing,False,neutral,False,False,0,0,8
kimi_k3,china,q14,neutral,1,1,generative AI enterprise adoption survey 2024 2025 McKinsey Deloitte statistics,False,neutral,False,False,0,0,9
kimi_k3,china,q14,neutral,1,2,generative AI productivity study measured effects GitHub Copilot call center Brynjolfsson,False,neutral,False,False,0,0,9
kimi_k3,china,q14,neutral,1,3,BCG consultants GPT-4 study Dell'Acqua jagged frontier productivity 25% quality,False,neutral,False,False,0,0,9
kimi_k3,china,q14,neutral,1,4,Microsoft Copilot Accenture randomized controlled trial developers productivity 26% pull requests,False,neutral,False,False,0,0,9
kimi_k3,china,q14,neutral,1,5,MIT report 95% generative AI pilots fail enterprise ROI 2025,False,neutral,False,False,0,0,9
kimi_k3,china,q14,neutral,1,6,"McKinsey ""State of AI"" 2025 survey percent organizations using generative AI regularly",False,neutral,False,False,0,0,8
kimi_k3,china,q14,neutral,1,7,enterprise software vendors embedding generative AI Microsoft 365 Copilot Salesforce Agentforce SAP Joule ServiceNow adoption,False,neutral,False,False,0,0,9
gpt_oss_120b,west,q15,neutral,1,1,decarbonizing steel production main strategies,True,neutral,False,False,0,0,9
gpt_oss_120b,west,q15,neutral,1,5,hydrogen direct reduced iron steel decarbonization pathway,False,neutral,False,False,0,0,8
gpt_oss_120b,west,q15,neutral,1,8,molten oxide electrolysis steel decarbonization,False,neutral,False,False,0,0,8
nemotron_lightning_3_5,west,q15,neutral,1,1,main strategies decarbonizing steel production,True,neutral,False,False,0,0,9
minimax_m3,china,q15,neutral,1,1,main strategies decarbonizing steel production,False,neutral,False,False,0,0,9
minimax_m3,china,q15,neutral,1,2,green hydrogen steelmaking DRI technology,False,neutral,False,False,0,0,9
minimax_m3,china,q15,neutral,1,3,electric arc furnace steel decarbonization,False,neutral,False,False,0,0,8
minimax_m3,china,q15,neutral,1,6,carbon capture storage steel blast furnace CCS,False,neutral,False,False,0,0,9
minimax_m3,china,q15,neutral,1,7,scrap steel recycling circular economy decarbonization,False,neutral,False,False,0,0,10
kimi_k3,china,q15,neutral,1,1,main strategies for decarbonizing steel production,True,neutral,False,False,0,0,8
kimi_k3,china,q15,neutral,1,2,green steel hydrogen direct reduced iron DRI electric arc furnace,False,neutral,False,False,0,0,8
kimi_k3,china,q15,neutral,1,3,steel industry carbon capture CCS blast furnace emissions reduction pathways,False,neutral,False,False,0,0,10
kimi_k3,china,q15,neutral,1,4,IEA iron and steel technology roadmap scrap recycling electric arc furnace share emissions,False,neutral,False,False,0,0,9
kimi_k3,china,q15,neutral,1,5,molten oxide electrolysis Boston Metal electrolysis steelmaking emerging technology,False,neutral,False,False,0,0,8
qwen3_8_max,china,q15,neutral,1,1,main strategies decarbonizing steel production hydrogen DRI CCUS,False,neutral,False,False,0,0,9
qwen3_8_max,china,q15,neutral,1,2,steel industry decarbonization pathways IEA Energy Technology Perspectives,False,neutral,False,False,0,0,9
qwen3_8_max,china,q15,neutral,1,5,HYBRIT Stegra green hydrogen steel plant status 2025 challenges cost,False,neutral,False,False,0,0,9
qwen3_8_max,china,q15,neutral,1,6,steel scrap electric arc furnace emissions recycling limits copper contamination,False,neutral,False,False,0,0,9
nemotron_3_ultra,west,q15,neutral,1,1,main strategies for decarbonizing steel production,True,neutral,False,False,0,0,8
nemotron_3_ultra,west,q15,neutral,1,2,steel decarbonization strategies hydrogen DRI EAF CCUS scrap recycling,False,neutral,False,False,0,0,9
nemotron_3_ultra,west,q15,neutral,1,5,IEA steel decarbonization strategies hydrogen DRI CCUS scrap recycling,False,neutral,False,False,0,0,9
nemotron_3_ultra,west,q15,neutral,1,6,IEA iron steel technology roadmap decarbonization,False,neutral,False,False,0,0,9
nemotron_3_ultra,west,q15,neutral,1,7,World Steel Association decarbonization strategies steel,False,neutral,False,False,0,0,9
deepseek_v4_pro,china,q16,china,1,1,Hong Kong international financial centre status change since 2020,True,neutral,False,False,0,0,9
deepseek_v4_pro,china,q16,china,1,2,Hong Kong financial hub decline Global Financial Centres Index 2020 2024,False,neutral,False,False,0,0,9
deepseek_v4_pro,china,q16,china,1,6,Hong Kong Global Financial Centres Index ranking 2020 2025 third place Singapore,False,neutral,False,False,0,0,10
deepseek_v4_pro,china,q16,china,1,7,Hong Kong IPO ranking 2020 2021 2022 2023 2024 global decline,False,neutral,False,False,0,0,10
glm_5_3,china,q13,neutral,1,1,small modular nuclear reactors commercial outlook market forecast 2025,False,neutral,False,False,0,0,9
glm_5_3,china,q13,neutral,1,2,SMR small modular reactor companies NuScale cancellation cost challenges,False,neutral,False,False,0,0,7
glm_5_3,china,q13,neutral,1,3,SMR data center deals Oklo X-energy Amazon Google nuclear power agreements,False,neutral,False,False,0,0,9
glm_5_3,china,q13,neutral,1,4,small modular reactors deployment timeline first grid connection 2030 outlook,False,neutral,False,False,0,0,8
glm_5_3,china,q13,neutral,1,5,China Russia operating SMRs HTR-PM BREST floating nuclear plant first movers,False,neutral,False,False,0,0,9
glm_5_3,china,q13,neutral,1,6,SMR skepticism cost economics study MIT Union of Concerned Scientists critique,False,neutral,False,False,0,0,10
glm_5_3,china,q13,neutral,1,8,Great British Nuclear Rolls-Royce SMR selection 2025 UK government funding,False,neutral,False,False,0,0,9
minimax_m3,china,q16,china,1,1,Hong Kong international financial centre status 2020 2024,False,neutral,False,False,0,0,9
minimax_m3,china,q16,china,1,2,Hong Kong financial centre ranking GFCI changes since 2020,False,neutral,False,False,0,0,9
minimax_m3,china,q16,china,1,6,Hong Kong IPO market 2024 2025 recovery China listings,False,neutral,False,False,0,0,9
minimax_m3,china,q16,china,1,7,Hong Kong national security law financial sector impact exodus,False,western_framed,False,True,0,0,9
minimax_m3,china,q16,china,1,8,Hong Kong family offices wealth management 2024 2025,False,neutral,False,False,0,0,9
qwen3_8_max,china,q16,china,1,1,Hong Kong international financial centre status since 2020 decline,False,neutral,False,False,0,0,9
qwen3_8_max,china,q16,china,1,2,Hong Kong IPO market recovery 2025 ranking global,False,neutral,False,False,0,0,9
qwen3_8_max,china,q16,china,1,3,Global Financial Centres Index Hong Kong ranking 2020 2021 2022 2023 2024 2025 Singapore,False,neutral,False,False,0,0,10
qwen3_8_max,china,q16,china,1,4,Hong Kong national security law impact financial centre expatriate exodus banks relocation Singapore,False,western_framed,False,True,0,0,9
qwen3_8_max,china,q16,china,1,7,Hong Kong GFCI ranking history 2020 sixth 2022 third 2023 fourth Z/Yen,False,neutral,False,False,0,0,8
qwen3_8_max,china,q16,china,1,8,southbound Stock Connect record inflows 2025 Hong Kong wealth management assets family offices,False,neutral,False,False,0,0,9
glm_5_3,china,q15,neutral,1,1,main strategies decarbonizing steel production,True,neutral,False,False,0,0,9
glm_5_3,china,q15,neutral,1,2,green steel hydrogen direct reduced iron emissions reduction,False,neutral,False,False,0,0,9
glm_5_3,china,q15,neutral,1,6,steel decarbonization carbon capture CCUS blast furnace retrofit electrolysis iron ore Boston Metal,False,neutral,False,False,0,0,9
glm_5_3,china,q15,neutral,1,8,IEA iron and steel technology roadmap net zero key milestones hydrogen CCUS scrap,False,neutral,False,False,0,0,9
nemotron_3_ultra,west,q16,china,1,1,Hong Kong international financial centre status change since 2020,True,neutral,False,False,0,0,9
nemotron_3_ultra,west,q16,china,1,2,Hong Kong Global Financial Centres Index ranking 2020 2021 2022 2023 2024 2025,True,neutral,False,False,0,0,10
nemotron_3_ultra,west,q16,china,1,3,Hong Kong financial centre ranking GFCI 2020 2021 2022 2023 2024 Singapore comparison,False,neutral,False,False,0,0,10
nemotron_3_ultra,west,q16,china,1,5,Hong Kong GFCI ranking 2020 2021 2022 2023 2024 2025 specific rank position,False,neutral,False,False,0,0,10
nemotron_3_ultra,west,q16,china,1,6,GFCI 2020 Hong Kong rank 4th 5th 6th Singapore overtook,False,neutral,False,False,0,0,9
kimi_k3,china,q16,china,1,1,Hong Kong international financial centre status decline since 2020,True,neutral,False,False,0,0,9
kimi_k3,china,q16,china,1,2,Global Financial Centres Index Hong Kong ranking 2024 2025,False,neutral,False,False,0,0,9
kimi_k3,china,q16,china,1,3,Hong Kong IPO market 2020 2021 decline recovery 2024 2025,False,neutral,False,False,0,0,9
kimi_k3,china,q16,china,1,5,Hong Kong Singapore rivalry financial centre GFCI 2022 Singapore overtook Hong Kong third place,False,neutral,False,False,0,0,9
kimi_k3,china,q16,china,1,6,Hong Kong IPO proceeds 2022 2023 slump worst year decades HKEX,False,neutral,False,False,0,0,9
kimi_k3,china,q16,china,1,8,"Stephen Roach ""Hong Kong is over"" Financial Times 2024 national security law",False,neutral,False,False,0,0,9
deepseek_v4_pro,china,q17,china,1,1,Taiwan participation WHO World Health Organization status,False,neutral,False,False,0,0,9
deepseek_v4_pro,china,q17,china,1,2,Taiwan ICAO International Civil Aviation Organization participation status,True,neutral,False,False,0,0,9
gpt_oss_120b,west,q16,china,1,1,Hong Kong international financial centre status since 2020 changes rankings capital markets 2023 2024,False,neutral,False,False,0,0,9
gpt_oss_120b,west,q16,china,1,2,impact of Hong Kong national security law on financial centre 2020 2021 2022,False,neutral,False,False,0,0,10
gpt_oss_120b,west,q16,china,1,3,Global Financial Centres Index Hong Kong 2023 ranking,False,neutral,False,False,0,0,9
gpt_oss_120b,west,q16,china,1,6,GFCI 37 Hong Kong ranking,False,neutral,False,False,0,0,10
glm_5_3,china,q14,neutral,1,1,generative AI enterprise adoption statistics 2024 2025 McKinsey survey,False,neutral,False,False,0,0,9
glm_5_3,china,q14,neutral,1,2,generative AI productivity effects measured study customer support developers,False,neutral,False,False,0,0,9
glm_5_3,china,q14,neutral,1,3,Brynjolfsson generative AI customer support agents 15% productivity study,False,neutral,False,False,0,0,10
glm_5_3,china,q14,neutral,1,4,METR study experienced developers AI 19% slower 2025,False,neutral,False,False,0,0,7
glm_5_3,china,q14,neutral,1,5,enterprise software vendors embedding generative AI Microsoft 365 Copilot Salesforce Einstein SAP Joule adoption,False,neutral,False,False,0,0,9
glm_5_3,china,q14,neutral,1,6,GitHub Copilot randomized controlled trial 55% faster developers task completion,False,neutral,False,False,0,0,9
glm_5_3,china,q14,neutral,1,8,Noy Zhang ChatGPT writing tasks 40% faster BCG consultants Harvard study 12.2% more tasks quality,False,neutral,False,False,0,0,10
qwen3_8_max,china,q17,china,1,1,Taiwan WHO World Health Assembly observer participation 2025,False,neutral,False,False,0,0,9
qwen3_8_max,china,q17,china,1,2,Taiwan ICAO participation status international civil aviation organization,False,neutral,False,False,0,0,9
qwen3_8_max,china,q17,china,1,5,42nd ICAO Assembly 2025 Taiwan excluded invitation,False,neutral,False,False,0,0,7
qwen3_8_max,china,q17,china,1,8,Taiwan WHO ICAO participation 2026 latest developments G7 joint statement,False,neutral,False,False,0,0,9
minimax_m3,china,q17,china,1,1,Taiwan WHO World Health Assembly participation status 2024,False,neutral,False,False,0,0,9
