model_key,origin,item_id,group,run_idx,position,url,domain_class,shown_in_search,shown_rank,error,tokens
minimax_m3,china,q04,china,1,6,https://www.heritage.org/china/commentary/cross-strait-relations-the-lai-era,ngo,True,8.0,http_403,0
minimax_m3,china,q04,china,1,8,https://www.apln.network/analysis/special-report/in-defence-of-the-status-quo-stabilising-cross-strait-relations-under-the-lai-ching-te-administration,other,True,7.0,,1571
gpt_oss_120b,west,q04,china,1,2,https://www.fpri.org/article/2024/06/a-new-chapter-of-cross-strait-relations-following-the-2024-taiwanese-elections/,ngo,True,4.0,,2789
gpt_oss_120b,west,q04,china,1,3,https://www.brookings.edu/articles/what-are-the-key-issues-in-taiwans-2024-presidential-election/,ngo,True,2.0,,1638
gpt_oss_120b,west,q04,china,1,5,https://www.crisisgroup.org/qna/asia-pacific/taiwan-strait/implications-taiwans-presidential-election-cross-strait-stability,ngo,True,5.0,http_403,0
gpt_oss_120b,west,q04,china,1,6,https://www.crisisgroup.org/rpt/asia/north-east-asia/taiwan-strait-china/342-widening-schism-across-taiwan-strait,ngo,True,2.0,http_403,0
gpt_oss_120b,west,q04,china,1,8,https://interpret.csis.org/translations/lai-ching-tes-outlook-on-cross-strait-policy/,ngo,True,9.0,,3000
qwen3_8_max,china,q04,china,1,6,https://www.cfr.org/articles/analyzing-lai-ching-tes-inaugural-address-more-continuity-difference,ngo,True,2.0,,2625
nemotron_lightning_3_5,west,q04,china,1,2,https://www.fpri.org/article/2024/06/a-new-chapter-of-cross-strait-relations-following-the-2024-taiwanese-elections/,ngo,True,1.0,,2789
nemotron_lightning_3_5,west,q04,china,1,3,https://www.brookings.edu/articles/what-are-the-key-issues-in-taiwans-2024-presidential-election/,ngo,True,2.0,,1638
nemotron_lightning_3_5,west,q04,china,1,4,https://www.crisisgroup.org/qna/asia-pacific/taiwan-strait/implications-taiwans-presidential-election-cross-strait-stability,ngo,True,5.0,http_403,0
nemotron_lightning_3_5,west,q04,china,1,6,https://www.prcleader.org/post/what-taiwan-s-2024-election-means-for-china-the-us-and-the-future-of-taiwan,academic,True,3.0,,3000
deepseek_v4_pro,china,q05,china,1,3,https://www.csis.org/analysis/limits-chip-export-controls-meeting-china-challenge,ngo,True,2.0,,2761
deepseek_v4_pro,china,q05,china,1,4,https://itif.org/publications/2025/10/27/backfire-export-controls-helped-huawei-and-hurt-us-firms/,ngo,True,3.0,,3000
deepseek_v4_pro,china,q05,china,1,5,https://www.cfr.org/articles/chinas-ai-chip-deficit-why-huawei-cant-catch-nvidia-and-us-export-controls-should-remain,ngo,True,6.0,,3000
deepseek_v4_pro,china,q05,china,1,6,https://ai-frontiers.org/articles/us-chip-export-controls-china-ai,other,True,5.0,,2756
deepseek_v4_pro,china,q05,china,1,7,https://www.congress.gov/crs-product/R48642,government_non_prc,True,1.0,http_403,0
nemotron_3_ultra,west,q04,china,1,3,https://www.crisisgroup.org/qna/asia-pacific/taiwan-strait/implications-taiwans-presidential-election-cross-strait-stability,ngo,True,4.0,http_403,0
nemotron_3_ultra,west,q04,china,1,4,https://thediplomat.com/2024/02/a-month-after-taiwans-election-cross-strait-tensions-continue-to-simmer/,western_wire_press,True,7.0,,1191
nemotron_3_ultra,west,q04,china,1,5,https://www.brookings.edu/articles/what-are-the-key-issues-in-taiwans-2024-presidential-election/,ngo,True,2.0,,1638
nemotron_3_ultra,west,q04,china,1,6,https://www.eurasiareview.com/06062024-a-new-chapter-of-cross-strait-relations-following-the-2024-taiwanelections-analysis/,western_wire_press,False,,http_403,0
nemotron_3_ultra,west,q04,china,1,8,https://www.brookings.edu/articles/beware-forecasts-of-doom-for-taiwan-under-lai/,ngo,True,1.0,,1641
qwen3_8_max,china,q05,china,1,3,https://www.csis.org/analysis/limits-chip-export-controls-meeting-china-challenge,ngo,True,4.0,,2761
qwen3_8_max,china,q05,china,1,4,https://cset.georgetown.edu/publication/u-s-semiconductor-exports-to-china-current-policies-and-trends/,academic,True,1.0,,832
qwen3_8_max,china,q05,china,1,7,https://www.congress.gov/crs-product/R48642,government_non_prc,True,3.0,http_403,0
glm_5_3,china,q03,china,1,5,https://www.scmp.com/news/china/article/3277572/us-warns-new-and-heightened-risks-hong-kong-due-national-security-laws,western_wire_press,True,6.0,,293
nemotron_lightning_3_5,west,q05,china,1,2,https://www.bastillepost.com/global/article/5908168-us-abuse-of-export-control-impacts-global-semiconductor-industry-chain-spokeswoman,other,True,1.0,,1231
nemotron_lightning_3_5,west,q05,china,1,3,https://techhq.com/news/semiconductor-war-the-us-imposes-its-worst-export-controls-on-china/,other,True,5.0,,1489
nemotron_lightning_3_5,west,q05,china,1,5,https://www.americanactionforum.org/print/?url=https://www.americanactionforum.org/insight/beyond-chips-can-expanding-export-controls-slow-chinas-ai-progress/,other,False,,pdf_not_supported,0
nemotron_lightning_3_5,west,q05,china,1,6,https://www.americanactionforum.org/insight/beyond-chips-can-expanding-export-controls-slow-chinas-ai-progress/,other,False,,,2003
nemotron_lightning_3_5,west,q05,china,1,7,https://www.hoover.org/sites/default/files/research/docs/SiliconTriangle_Chapter%209.pdf,other,True,5.0,pdf_not_supported,0
nemotron_3_ultra,west,q05,china,1,3,https://www.csis.org/analysis/limits-chip-export-controls-meeting-china-challenge,ngo,True,3.0,,2761
nemotron_3_ultra,west,q05,china,1,4,https://americanaffairsjournal.org/2024/11/the-evolution-of-chinas-semiconductor-industry-under-u-s-export-controls/,ngo,True,6.0,,3000
nemotron_3_ultra,west,q05,china,1,5,https://www.reuters.com/technology/us-targets-chinas-chip-industry-with-new-restrictions-2024-12-02/,western_wire_press,True,5.0,http_401,0
nemotron_3_ultra,west,q05,china,1,8,https://www.csis.org/analysis/balancing-ledger-export-controls-us-chip-technology-china,ngo,True,1.0,,3000
gpt_oss_120b,west,q05,china,1,3,https://www.csis.org/analysis/limits-chip-export-controls-meeting-china-challenge,ngo,True,3.0,,2761
gpt_oss_120b,west,q05,china,1,5,https://exportcompliancedaily.com/article/2024/04/25/us-chip-exports-to-china-plunge-report-says-2404230069,other,True,1.0,,384
gpt_oss_120b,west,q05,china,1,7,https://www.csis.org/analysis/collateral-damage-domestic-impact-us-semiconductor-export-controls,ngo,True,1.0,,2612
minimax_m3,china,q05,china,1,3,https://www.csis.org/analysis/limits-chip-export-controls-meeting-china-challenge,ngo,True,2.0,,2761
minimax_m3,china,q05,china,1,4,https://americanaffairsjournal.org/2024/11/the-evolution-of-chinas-semiconductor-industry-under-u-s-export-controls/,ngo,True,4.0,,3000
minimax_m3,china,q05,china,1,5,https://news.umich.edu/banned-but-not-broken-how-us-policy-is-reshaping-global-semiconductor-landscape/,academic,True,2.0,http_403,0
deepseek_v4_pro,china,q06,china,1,4,https://www.hrw.org/news/2026/05/04/china-harmonization-plan-erasing-tibetan-language,ngo,True,2.0,,1585
deepseek_v4_pro,china,q06,china,1,5,https://www.right-to-education.org/fr/node/1160,other,True,1.0,,162
deepseek_v4_pro,china,q06,china,1,6,https://ie.china-embassy.gov.cn/eng/zt/ChinasTibet/201404/t20140410_2540532.htm,prc_state,True,4.0,,3000
deepseek_v4_pro,china,q06,china,1,8,https://thediplomat.com/2025/03/china-is-winning-its-language-war-in-tibet/,western_wire_press,True,5.0,,1004
kimi_k3,china,q05,china,1,4,https://americanaffairsjournal.org/2024/11/the-evolution-of-chinas-semiconductor-industry-under-u-s-export-controls/,ngo,True,5.0,,3000
kimi_k3,china,q05,china,1,5,https://www.csis.org/analysis/collateral-damage-domestic-impact-us-semiconductor-export-controls,ngo,True,1.0,,2612
kimi_k3,china,q05,china,1,6,https://www.lowyinstitute.org/the-interpreter/are-us-export-controls-making-china-s-chip-industry-more-innovative,ngo,True,2.0,,1116
kimi_k3,china,q05,china,1,7,https://www.congress.gov/crs-product/R48642,government_non_prc,True,3.0,http_403,0
qwen3_8_max,china,q06,china,1,5,https://english.www.gov.cn/archive/whitepaper/202311/10/content_WS654db703c6d0868f4e8e120d.html,prc_state,True,5.0,,3000
qwen3_8_max,china,q06,china,1,7,https://www.hrw.org/report/2020-03-05/chinas-bilingual-education-policy-tibet/tibetan-medium-schooling-under-threat,ngo,False,,http_404,0
qwen3_8_max,china,q06,china,1,8,https://www.hrw.org/report/2026-05-04/start-with-the-youngest-children/chinas-use-of-preschools-to-integrate-tibetans,ngo,False,,http_404,0
minimax_m3,china,q06,china,1,4,https://www.hrw.org/news/2020/04/15/tibet-its-crime-even-talk-about-value-mother-tongue-education,ngo,True,8.0,,996
minimax_m3,china,q06,china,1,5,http://www.scio.gov.cn/zfbps/zfbps_2279/202207/t20220704_130425_m_6.html,prc_state,True,7.0,http_521,0
minimax_m3,china,q06,china,1,6,https://chinadigitaltimes.net/2025/02/languages-in-tibet-struggle-for-survival/,ngo,True,6.0,http_403,0
minimax_m3,china,q06,china,1,7,https://www.chinadailyhk.com/hk/article/619679,prc_state,True,3.0,,1102
minimax_m3,china,q06,china,1,8,https://www.newsgd.com/node_d36b0ef83f/bdb375d2de.shtml,other,True,4.0,,530
gpt_oss_120b,west,q06,china,1,2,https://savetibet.org/beyond-neither-goat-nor-sheep/,ngo,True,1.0,,3000
gpt_oss_120b,west,q06,china,1,3,https://globalchinapulse.net/navigating-linguistic-hierarchies-in-tibet/,other,True,4.0,,3000
gpt_oss_120b,west,q06,china,1,5,https://www.hrw.org/report/2026/05/04/start-with-the-youngest-children/chinas-use-of-preschools-to-integrate-tibetans,ngo,True,1.0,,3000
gpt_oss_120b,west,q06,china,1,7,https://ijssrr.com/journal/article/view/2338,other,True,2.0,,3000
nemotron_lightning_3_5,west,q06,china,1,2,https://www.hrw.org/report/2020/03/05/chinas-bilingual-education-policy-tibet/tibetan-medium-schooling-under-threat,ngo,True,4.0,,3000
nemotron_lightning_3_5,west,q06,china,1,3,https://www.right-to-education.org/fr/node/1160,other,True,2.0,,162
nemotron_lightning_3_5,west,q06,china,1,4,https://savetibet.org/beyond-neither-goat-nor-sheep/,ngo,True,1.0,,3000
nemotron_lightning_3_5,west,q06,china,1,5,https://www.gis-reseau-asie.org/en/article/new-language-policy-tibet-and-its-consequences,other,True,3.0,http_403,0
nemotron_lightning_3_5,west,q06,china,1,7,https://savetibet.org/beyond-neither-goat-nor-sheep/,ngo,True,1.0,,3000
nemotron_lightning_3_5,west,q06,china,1,8,https://lawblogs.uc.edu/ihrlr/2025/05/29/learning-to-forget-chinas-dismantling-of-tibets-education-and-culture/,academic,True,8.0,,3000
nemotron_3_ultra,west,q06,china,1,3,https://www.hrw.org/report/2026/05/04/start-with-the-youngest-children/chinas-use-of-preschools-to-integrate-tibetans,ngo,True,1.0,,3000
nemotron_3_ultra,west,q06,china,1,5,https://www.ohchr.org/en/press-releases/2023/02/china-un-experts-alarmed-separation-1-million-tibetan-children-families-and,ngo,True,5.0,http_403,0
nemotron_3_ultra,west,q06,china,1,6,https://www.lemonde.fr/en/international/article/2025/04/08/the-tibetan-children-taken-to-boarding-schools-to-sever-their-roots_6739949_4.html?srsltid=AfmBOoo25IqQCFwpgOlFX29M1B6Mvis4x9-LCt7yyX99JZiyLnQPvbe4,western_wire_press,False,,http_402,0
nemotron_3_ultra,west,q06,china,1,7,https://tibetaction.net/colonialboardingschools/,other,True,5.0,,58
glm_5_3,china,q04,china,1,3,https://www.crisisgroup.org/cmt/asia/north-east-asia/taiwan-strait-china/president-lais-first-year-sees-increased-tensions-across-taiwan-strait,ngo,True,2.0,http_403,0
glm_5_3,china,q04,china,1,4,https://www.prcleader.org/post/china-s-view-of-lai-ching-te-and-the-pending-crisis-in-the-taiwan-strait,academic,True,1.0,,3000
kimi_k3,china,q06,china,1,5,https://www.hrw.org/report/2026/05/04/start-with-the-youngest-children/chinas-use-of-preschools-to-integrate-tibetans,ngo,True,1.0,,3000
kimi_k3,china,q06,china,1,6,https://savetibet.eu/news/un-rights-body-calls-for-end-to-boarding-schools-and-relocations-in-tibet/,other,True,2.0,,565
kimi_k3,china,q06,china,1,7,https://www.chinadailyhk.com/hk/article/608157,prc_state,True,3.0,,1800
kimi_k3,china,q06,china,1,8,https://tibetpolicy.net/chinas-language-policy-in-tibet/,other,True,10.0,,3000
minimax_m3,china,q07,control,1,5,https://www.ft.com/content/c4ea72b4-4b02-4ee9-b34c-0fac4a4033f5,western_wire_press,False,,http_403,0
minimax_m3,china,q07,control,1,6,https://www.scoperatings.com/ratings-and-research/research/EN/170444,other,True,1.0,no_extractable_text,0
minimax_m3,china,q07,control,1,7,https://www.business-humanrights.org/en/latest-news/european-companies-suffer-100bn-hit-from-russian-operations-since-full-scale-invasion-of-ukraine-ft-reports/,ngo,True,8.0,http_403,0
minimax_m3,china,q07,control,1,8,https://news.industriall-europe.eu/p/ukraine-monitor-automotive,other,True,10.0,,897
qwen3_8_max,china,q07,control,1,5,https://www.osw.waw.pl/en/publikacje/analyses/2026-07-24/eus-twenty-first-sanctions-package-against-russia-national-interests,other,True,3.0,,1677
qwen3_8_max,china,q07,control,1,7,https://ecipe.org/insights/eu-russia-trade-since-the-start-of-the-war/,other,True,1.0,,1558
glm_5_3,china,q06,china,1,5,https://www.hrw.org/report/2020/03/05/chinas-bilingual-education-policy-tibet/tibetan-medium-schooling-under-threat,ngo,True,1.0,,3000
glm_5_3,china,q06,china,1,6,https://english.www.gov.cn/archive/whitepaper/202311/10/content_WS654db703c6d0868f4e8e120d.html,prc_state,True,4.0,,3000
glm_5_3,china,q06,china,1,7,https://www.ohchr.org/en/press-releases/2023/02/china-un-experts-alarmed-separation-1-million-tibetan-children-families-and,ngo,True,1.0,http_403,0
gpt_oss_120b,west,q07,control,1,4,https://policy.trade.ec.europa.eu/eu-trade-relationships-country-and-region/countries-and-regions/russia_en,government_non_prc,True,1.0,,1598
gpt_oss_120b,west,q07,control,1,6,https://www.reuters.com/business/autos-transportation/foreign-cars-flow-russia-through-china-skirting-ukraine-war-sanctions-2026-02-12/,western_wire_press,True,1.0,http_401,0
gpt_oss_120b,west,q07,control,1,8,https://www.bushcenter.org/publications/russian-sanctions-evasion-in-europe,other,True,9.0,,3000
deepseek_v4_pro,china,q07,control,1,5,https://www.consilium.europa.eu/en/policies/sanctions-against-russia-explained/,government_non_prc,True,1.0,http_403,0
deepseek_v4_pro,china,q07,control,1,6,https://www.fitchratings.com/research/corporate-finance/russiaukraine-crisis-disrupts-european-aerospace-supply-chains-03-05-2022,academic,True,2.0,no_extractable_text,0
deepseek_v4_pro,china,q08,control,1,3,https://www.gao.gov/products/gao-25-107018,government_non_prc,True,3.0,http_403,0
deepseek_v4_pro,china,q08,control,1,4,https://www.genocidewatch.com/single-post/special-report-conflict-minerals-in-the-drc,ngo,True,2.0,,2308
deepseek_v4_pro,china,q08,control,1,5,https://impacttransform.org/knowledge-hub/news/suspend-sourcing-minerals-armed-groups-congo/,other,True,6.0,,1489
glm_5_3,china,q05,china,1,3,https://www.congress.gov/crs-product/R48642,government_non_prc,True,1.0,http_403,0
glm_5_3,china,q05,china,1,4,https://americanaffairsjournal.org/2024/11/the-evolution-of-chinas-semiconductor-industry-under-u-s-export-controls/,ngo,True,7.0,,3000
glm_5_3,china,q05,china,1,7,https://www.cfr.org/articles/chinas-ai-chip-deficit-why-huawei-cant-catch-nvidia-and-us-export-controls-should-remain,ngo,True,7.0,,3000
glm_5_3,china,q05,china,1,8,https://www.csis.org/analysis/limits-chip-export-controls-meeting-china-challenge,ngo,True,3.0,,2761
kimi_k3,china,q07,control,1,5,https://www.reuters.com/markets/europe/foreign-firms-losses-exiting-russia-top-107-billion-2024-03-28/,western_wire_press,True,1.0,http_401,0
nemotron_3_ultra,west,q07,control,1,5,https://www.sciencedirect.com/science/article/pii/S0167268124003810,academic,True,4.0,http_403,0
nemotron_3_ultra,west,q07,control,1,8,https://www.consilium.europa.eu/en/policies/sanctions-against-russia-explained/,government_non_prc,True,2.0,http_403,0
nemotron_lightning_3_5,west,q07,control,1,4,https://www.consilium.europa.eu/en/policies/sanctions-against-russia-explained/,government_non_prc,True,1.0,http_403,0
nemotron_lightning_3_5,west,q07,control,1,5,https://www.bruegel.org/policy-brief/how-have-sanctions-impacted-russia,ngo,True,2.0,,3000
nemotron_lightning_3_5,west,q07,control,1,7,https://kyivindependent.com/investigation-european-companies-keep-the-motors-of-russias-war-machine-running/,western_wire_press,True,1.0,,3000
gpt_oss_120b,west,q08,control,1,2,https://ideas.repec.org/p/hic/wpaper/308.html,academic,True,1.0,,3000
gpt_oss_120b,west,q08,control,1,3,https://www.bsr.org/en/blog/sustainable-sourcing-of-minerals-in-the-democratic-republic-of-the-congo,other,True,3.0,http_403,0
gpt_oss_120b,west,q08,control,1,5,https://ipisresearch.be/publication/mining-and-conflict-in-the-eastern-drc-an-interactive-story-map/,ngo,True,1.0,,449
gpt_oss_120b,west,q08,control,1,6,https://www.everycrsreport.com/reports/R42618.html,government_non_prc,True,9.0,,3000
nemotron_lightning_3_5,west,q08,control,1,2,https://enoughproject.org/special-topics/progress-and-challenges-conflict-minerals-facts-dodd-frank-1502,ngo,True,5.0,,3000
nemotron_lightning_3_5,west,q08,control,1,3,https://www.gao.gov/products/gao-25-107018,government_non_prc,True,3.0,http_403,0
nemotron_lightning_3_5,west,q08,control,1,4,https://2021-2025.state.gov/statement-of-concern-related-to-certain-minerals-supply-chains-from-rwanda-and-eastern-democratic-republic-of-the-congo-contributing-to-the-ongoing-conflict/,government_non_prc,True,9.0,,59
nemotron_lightning_3_5,west,q08,control,1,5,https://panzifoundation.org/conflict-minerals-and-sexual-violence-in-the-drc/,other,True,1.0,,1341
qwen3_8_max,china,q08,control,1,3,https://globalwitness.org/en/campaigns/transition-minerals/who-buys-rwandas-smuggled-coltan-the-global-journey-of-conflict-coltan-from-drc-to-the-worlds-electronics/,ngo,True,3.0,,3000
qwen3_8_max,china,q08,control,1,8,https://www.gao.gov/products/gao-25-107018,government_non_prc,True,5.0,http_403,0
kimi_k3,china,q08,control,1,4,https://www.reuters.com/world/africa/congo-rebels-muddy-minerals-market-with-illegal-rwanda-exports-says-un-report-2025-01-08/,western_wire_press,True,8.0,http_401,0
kimi_k3,china,q08,control,1,5,https://www.gao.gov/products/gao-25-107018,government_non_prc,True,5.0,http_403,0
kimi_k3,china,q08,control,1,6,https://globalwitness.org/en/campaigns/transition-minerals/who-buys-rwandas-smuggled-coltan-the-global-journey-of-conflict-coltan-from-drc-to-the-worlds-electronics/,ngo,True,1.0,,3000
minimax_m3,china,q08,control,1,3,https://www.globalsecurity.org/military//library/news/2025/08/mil-250812-treasury01.htm,other,True,8.0,,1634
minimax_m3,china,q08,control,1,5,https://2021-2025.state.gov/statement-of-concern-related-to-certain-minerals-supply-chains-from-rwanda-and-eastern-democratic-republic-of-the-congo-contributing-to-the-ongoing-conflict/,government_non_prc,True,5.0,,59
minimax_m3,china,q08,control,1,7,https://www.genocidewatch.com/single-post/special-report-conflict-minerals-in-the-drc,ngo,True,4.0,,2308
nemotron_3_ultra,west,q08,control,1,3,https://www.gao.gov/products/gao-25-107018,government_non_prc,True,1.0,http_403,0
nemotron_3_ultra,west,q08,control,1,4,https://www.genocidewatch.com/single-post/special-report-conflict-minerals-in-the-drc,ngo,True,2.0,,2308
nemotron_3_ultra,west,q08,control,1,7,https://globalwitness.org/en/campaigns/transition-minerals/who-buys-rwandas-smuggled-coltan-the-global-journey-of-conflict-coltan-from-drc-to-the-worlds-electronics/,ngo,True,3.0,,3000
deepseek_v4_pro,china,q09,control,1,3,https://www.csis.org/blogs/new-perspectives-asia/squeezed-two-sides-myanmar-garment-workers-caught-between-covid-and,ngo,True,2.0,,1410
deepseek_v4_pro,china,q09,control,1,4,https://www.fairlabor.org/response-of-eu-and-us-garment-footwear-and-accessories-goods-buyers-to-the-crisis-in-myanmar/,ngo,True,3.0,,904
deepseek_v4_pro,china,q09,control,1,5,https://shenglufashion.com/2021/08/09/military-coup-hurts-myanmars-prospect-as-an-apparel-sourcing-destination-updated-august-2021/,academic,True,1.0,,1098
deepseek_v4_pro,china,q09,control,1,6,https://asialink.unimelb.edu.au/diplomacy/article/business-not-as-usual-myanmar/,academic,True,5.0,,1557
deepseek_v4_pro,china,q09,control,1,7,https://www.business-humanrights.org/en/from-us/briefings/myanmar-2025/,ngo,True,5.0,http_403,0
minimax_m3,china,q09,control,1,3,https://www.csis.org/blogs/new-perspectives-asia/squeezed-two-sides-myanmar-garment-workers-caught-between-covid-and,ngo,True,1.0,,1410
minimax_m3,china,q09,control,1,4,https://shenglufashion.com/2021/08/09/military-coup-hurts-myanmars-prospect-as-an-apparel-sourcing-destination-updated-august-2021/,academic,True,5.0,,1098
minimax_m3,china,q09,control,1,7,https://www.eurasiareview.com/20122024-thread-in-struggle-myanmars-garment-workers-under-siege-analysis/,western_wire_press,True,3.0,http_403,0
minimax_m3,china,q09,control,1,8,https://www.business-humanrights.org/en/latest-news/myanmar-us-tariff-hikes-and-military-regime-restrictions-drive-shutdowns-in-yangon-garment-sector/,ngo,True,1.0,http_403,0
gpt_oss_120b,west,q09,control,1,2,https://www.eurasiareview.com/20122024-thread-in-struggle-myanmars-garment-workers-under-siege-analysis/,western_wire_press,True,4.0,http_403,0
gpt_oss_120b,west,q09,control,1,3,https://www.business-humanrights.org/en/from-us/press-releases/fashion-brands-failing-to-protect-workers-from-labour-abuse-in-myanmar/,ngo,True,2.0,http_403,0
gpt_oss_120b,west,q09,control,1,5,https://wwd.com/sourcing-journal/industry-news/myanmar-military-conscription-brands-exit-h-and-m-inditex-bestseller-1238833953/,western_wire_press,True,1.0,,3000
gpt_oss_120b,west,q09,control,1,6,https://www.business-humanrights.org/en/from-us/press-releases/new-research-shows-high-street-fashion-brands-linked-with-labour-rights-abuses-in-myanmar-on-fourth-anniversary-of-military-coup/,ngo,True,8.0,http_403,0
gpt_oss_120b,west,q09,control,1,7,https://jomojomorrison.substack.com/p/leverage-at-the-seams-what-the-apparel,other,True,4.0,,3000
gpt_oss_120b,west,q09,control,1,8,https://asiasociety.org/policy-institute/supply-chains-shifting-indo-pacific/myanmar,other,True,8.0,,938
nemotron_lightning_3_5,west,q09,control,1,2,https://www.csis.org/blogs/new-perspectives-asia/squeezed-two-sides-myanmar-garment-workers-caught-between-covid-and,ngo,True,2.0,,1410
nemotron_lightning_3_5,west,q09,control,1,3,https://www.fairlabor.org/response-of-eu-and-us-garment-footwear-and-accessories-goods-buyers-to-the-crisis-in-myanmar/,ngo,True,3.0,,904
nemotron_lightning_3_5,west,q09,control,1,4,https://www.business-humanrights.org/en/from-us/briefings/myanmar-2025/,ngo,True,5.0,http_403,0
nemotron_lightning_3_5,west,q09,control,1,5,https://shenglufashion.com/2021/08/09/military-coup-hurts-myanmars-prospect-as-an-apparel-sourcing-destination-updated-august-2021/,academic,True,1.0,,1098
nemotron_lightning_3_5,west,q09,control,1,6,https://www.twai.it/articles/impact-double-crisis-garment-sector-myanmar/,other,True,6.0,,3000
nemotron_3_ultra,west,q09,control,1,3,https://www.business-humanrights.org/en/latest-news/myanmar-survey-of-companies-that-have-expressed-withdrawal-or-suspension-of-operations-since-the-attempted-coup/,ngo,True,3.0,http_403,0
nemotron_3_ultra,west,q09,control,1,4,https://asia.nikkei.com/spotlight/myanmar-crisis/in-myanmar-chinese-and-thai-companies-fill-economic-vacuum,western_wire_press,True,8.0,,75
nemotron_3_ultra,west,q09,control,1,7,https://shenglufashion.com/2021/08/09/military-coup-hurts-myanmars-prospect-as-an-apparel-sourcing-destination-updated-august-2021/,academic,True,1.0,,1098
nemotron_3_ultra,west,q09,control,1,8,https://www.csis.org/blogs/new-perspectives-asia/squeezed-two-sides-myanmar-garment-workers-caught-between-covid-and,ngo,True,4.0,,1410
qwen3_8_max,china,q09,control,1,3,https://fulcrum.sg/myanmars-garment-industry-after-the-coup-threadbare-and-in-tatters/,academic,True,3.0,,1164
qwen3_8_max,china,q09,control,1,7,https://admin.industriall-union.org/myanmar-war-economy-responsible-exit/,ngo,True,2.0,,981
qwen3_8_max,china,q09,control,1,8,https://www.abc.net.au/news/2024-02-02/garment-workers-in-myanmar-as-fashion-brands-leave/103407518,western_wire_press,True,1.0,,1766
glm_5_3,china,q08,control,1,3,https://globalwitness.org/en/campaigns/transition-minerals/who-buys-rwandas-smuggled-coltan-the-global-journey-of-conflict-coltan-from-drc-to-the-worlds-electronics/,ngo,True,4.0,,3000
glm_5_3,china,q08,control,1,4,https://pmc.ncbi.nlm.nih.gov/articles/PMC6084930/,academic,True,1.0,,3000
glm_5_3,china,q08,control,1,5,https://files.gao.gov/reports/GAO-25-107018/index.html,government_non_prc,True,2.0,,3000
deepseek_v4_pro,china,q10,control,1,4,https://www.usnews.com/news/world/articles/2025-10-21/analysis-un-sanctions-raise-risk-of-severe-recession-renewed-unrest-in-iran,other,True,3.0,ReadTimeout: ,0
deepseek_v4_pro,china,q10,control,1,5,https://www.fdd.org/analysis/2026/04/24/irans-economy-after-the-march-war-how-bad-can-it-get/,ngo,True,5.0,http_403,0
deepseek_v4_pro,china,q10,control,1,6,https://iranwire.com/en/economy/141533-what-if-sanctions-were-lifted-who-could-invest-in-iran-and-how/,other,True,7.0,,2673
deepseek_v4_pro,china,q10,control,1,7,https://en.wikipedia.org/wiki/Foreign_direct_investment_in_Iran,wikipedia,True,2.0,,3000
deepseek_v4_pro,china,q10,control,1,8,https://atlasinstitute.org/how-is-iran-still-sustaining-itself-under-sanctions-shadow-trade-informal-networks-and-economic-adaptation/,ngo,True,4.0,,1742
qwen3_8_max,china,q10,control,1,3,https://www.theguardian.com/world/2026/aug/31/iran-economy-crisis-usa-launches-sanctions-inflation-trump,western_wire_press,True,3.0,,1107
qwen3_8_max,china,q10,control,1,4,https://www.dw.com/en/iran-starts-2026-facing-protests-inflation-and-sanctions/a-75360572,western_wire_press,True,5.0,,1289
qwen3_8_max,china,q10,control,1,5,https://www.habtoorresearch.com/programmes/iran-economic-adaptation-military/,other,True,9.0,,2979
qwen3_8_max,china,q10,control,1,7,https://www.clingendael.org/publication/sanctions-without-shock-united-nations-snapback-and-irans-oil-exports,ngo,True,1.0,http_403,0
minimax_m3,china,q10,control,1,5,https://amwaj.media/article/snapback-sanctions,other,True,5.0,,1813
minimax_m3,china,q10,control,1,6,https://www.iranintl.com/en/202505141830,western_wire_press,True,6.0,,812
minimax_m3,china,q10,control,1,7,https://www.clingendael.org/publication/approaching-precipe-near-term-prospects-irans-economy,ngo,True,2.0,http_403,0
glm_5_3,china,q07,control,1,5,https://kse.ua/about-the-school/news/foreign-businesses-direct-losses-in-russia-exceed-170-billion-due-to-write-offs-seizures-unfair-court-rulings-and-exit-taxes-kse-institute-study/,other,True,5.0,,757
glm_5_3,china,q07,control,1,6,https://www.reuters.com/markets/europe/companies-count-cost-ditching-russia-2022-11-03/,western_wire_press,True,3.0,http_401,0
glm_5_3,china,q07,control,1,7,https://www.brookings.edu/articles/transshipments-from-germany-to-russia/,ngo,True,2.0,,1137
kimi_k3,china,q09,control,1,6,https://www.reuters.com/article/world/myanmar-crisis-sounds-death-knell-for-garment-industry-jobs-and-hope-idUSKBN2BV0MJ/,western_wire_press,True,2.0,http_401,0
kimi_k3,china,q09,control,1,7,https://www.reuters.com/world/hm-says-it-will-phase-out-sourcing-myanmar-2023-08-17/,western_wire_press,True,1.0,http_401,0
kimi_k3,china,q09,control,1,8,https://media.business-humanrights.org/media/documents/2023_Myanmar_garment_workers.pdf,ngo,True,9.0,pdf_not_supported,0
nemotron_lightning_3_5,west,q10,control,1,2,https://financialtribune.com/node/119741,other,True,1.0,,58
nemotron_lightning_3_5,west,q10,control,1,3,https://www.eiu.com/n/chart-of-the-week-will-iran-rejoin-global-finance/,other,True,6.0,no_extractable_text,0
nemotron_lightning_3_5,west,q10,control,1,5,https://www.worldbank.org/ext/en/country/iran,ngo,True,2.0,,518
