model_key,origin,item_id,group,run_idx,protocol,finish,error,n_calls,n_tool_calls,n_searches,n_opens,no_search,early_stop,answered,forced,words,prc_lex,west_lex,n_cited_urls,prompt_tokens,completion_tokens,cached_prompt_tokens,cost_usd,refusal,cited_prc_state,cited_share_prc_state,cited_other_state_media,cited_share_other_state_media,cited_western_wire_press,cited_share_western_wire_press,cited_ngo,cited_share_ngo,cited_academic,cited_share_academic,cited_government_non_prc,cited_share_government_non_prc,cited_wikipedia,cited_share_wikipedia,cited_other,cited_share_other,judge_ok,coverage,coverage_partial,deflection,preamble,judge_refusal
gpt_oss_120b,west,q06,china,1,native,answered,False,8,7,3,4,False,False,True,False,751,0,0,0,58699,1856,43680,0.009918449999999999,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.1,0.2,False,False,False
nemotron_lightning_3_5,west,q06,china,1,native,forced_answer,False,9,8,2,6,False,False,True,True,807,0,0,3,64585,2285,28701,0.0036862500000000003,False,0,0.0,0,0.0,0,0.0,2,0.6666666666666666,1,0.3333333333333333,0,0.0,0,0.0,0,0.0,True,0.1,0.6,False,False,False
nemotron_3_ultra,west,q06,china,1,native,forced_answer,False,9,8,4,4,False,False,True,True,687,0,0,5,44070,1866,14336,0.0309204,False,0,0.0,0,0.0,0,0.0,4,0.8,0,0.0,0,0.0,0,0.0,1,0.2,True,0.3,0.5,False,False,False
glm_5_3,china,q04,china,1,native,forced_answer,False,5,8,6,2,False,False,True,True,615,0,0,11,22846,2505,7635,0.0430064,False,0,0.0,0,0.0,1,0.09090909090909091,4,0.36363636363636365,3,0.2727272727272727,0,0.0,0,0.0,3,0.2727272727272727,True,0.4,0.8,False,False,False
kimi_k3,china,q06,china,1,native,forced_answer,False,5,8,4,4,False,False,True,True,585,1,0,9,28239,1911,6761,0.113382,False,2,0.2222222222222222,0,0.0,0,0.0,1,0.1111111111111111,2,0.2222222222222222,0,0.0,0,0.0,4,0.4444444444444444,True,0.4,0.7,False,False,False
minimax_m3,china,q07,control,1,native,forced_answer,False,5,8,4,4,False,False,True,True,600,0,0,13,16017,1488,7500,0.0065907,False,0,0.0,0,0.0,2,0.15384615384615385,0,0.0,4,0.3076923076923077,2,0.15384615384615385,0,0.0,5,0.38461538461538464,True,0.1,0.2,False,False,False
qwen3_8_max,china,q07,control,1,native,forced_answer,False,5,8,6,2,False,False,True,True,610,0,0,13,25654,2711,7738,0.067574,False,0,0.0,0,0.0,1,0.07692307692307693,0,0.0,0,0.0,0,0.0,0,0.0,12,0.9230769230769231,True,0.1,0.3,False,False,False
glm_5_3,china,q06,china,1,native,forced_answer,False,5,8,5,3,False,False,True,True,567,0,0,11,27029,2017,6156,0.046715400000000004,False,1,0.09090909090909091,0,0.0,0,0.0,7,0.6363636363636364,0,0.0,0,0.0,0,0.0,3,0.2727272727272727,True,0.1,0.5,False,False,False
gpt_oss_120b,west,q07,control,1,native,forced_answer,False,9,8,5,3,False,False,True,True,955,0,0,0,37746,2229,21969,0.0069993,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.1,0.3,False,False,False
deepseek_v4_pro,china,q07,control,1,native,forced_answer,False,5,8,6,2,False,False,True,True,462,0,0,10,16667,2339,6667,0.03126288,False,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3,2,0.2,1,0.1,4,0.4,True,0.0,0.3,False,False,False
deepseek_v4_pro,china,q08,control,1,native,answered,False,3,5,2,3,False,False,True,False,528,0,7,13,8769,1254,2563,0.01654092,False,0,0.0,0,0.0,0,0.0,7,0.5384615384615384,0,0.0,1,0.07692307692307693,0,0.0,5,0.38461538461538464,True,0.1,0.5,False,False,False
glm_5_3,china,q05,china,1,native,forced_answer,False,5,8,4,4,False,False,True,True,585,0,0,12,27524,1820,8088,0.046541599999999995,False,0,0.0,0,0.0,0,0.0,10,0.8333333333333334,0,0.0,1,0.08333333333333333,0,0.0,1,0.08333333333333333,True,0.3,0.7,False,False,False
kimi_k3,china,q07,control,1,native,forced_answer,False,5,8,7,1,False,False,True,True,647,0,0,16,18223,2292,6095,0.08904899999999999,False,0,0.0,0,0.0,4,0.25,2,0.125,1,0.0625,2,0.125,0,0.0,7,0.4375,True,0.1,0.3,False,False,False
nemotron_3_ultra,west,q07,control,1,native,forced_answer,False,9,8,6,2,False,False,True,True,493,0,0,12,33998,1799,11264,0.0247164,False,0,0.0,0,0.0,0,0.0,1,0.08333333333333333,3,0.25,2,0.16666666666666666,0,0.0,6,0.5,True,0.1,0.2,False,False,False
nemotron_lightning_3_5,west,q07,control,1,native,forced_answer,False,9,8,5,3,False,False,True,True,550,0,0,0,45798,3576,24156,0.0030051,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.0,0.1,True,True,False
gpt_oss_120b,west,q08,control,1,native,answered,False,7,6,2,4,False,False,True,False,806,0,0,2,29094,3440,20481,0.0064281,False,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,1,0.5,0,0.0,0,0.0,True,0.1,0.3,False,False,False
nemotron_lightning_3_5,west,q08,control,1,native,answered,False,6,5,1,4,False,False,True,False,789,0,0,2,22552,2133,10792,0.0015542,False,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,1,0.5,True,0.2,0.3,True,True,False
qwen3_8_max,china,q08,control,1,native,forced_answer,False,5,8,6,2,False,False,True,True,633,0,0,12,27892,4298,9685,0.081572,False,0,0.0,0,0.0,2,0.16666666666666666,4,0.3333333333333333,1,0.08333333333333333,1,0.08333333333333333,0,0.0,4,0.3333333333333333,True,0.2,0.8,False,False,False
kimi_k3,china,q08,control,1,native,forced_answer,False,4,9,5,3,False,False,True,True,554,0,1,11,18348,3081,3152,0.101259,False,0,0.0,0,0.0,2,0.18181818181818182,2,0.18181818181818182,1,0.09090909090909091,3,0.2727272727272727,0,0.0,3,0.2727272727272727,True,0.2,0.7,False,False,False
minimax_m3,china,q08,control,1,native,forced_answer,False,5,8,5,3,False,False,True,True,652,0,7,10,22568,1742,8588,0.0088608,False,0,0.0,0,0.0,1,0.1,6,0.6,0,0.0,0,0.0,0,0.0,3,0.3,True,0.1,0.6,False,False,False
nemotron_3_ultra,west,q08,control,1,native,forced_answer,False,9,8,5,3,False,False,True,True,565,0,0,2,46104,1780,17408,0.031934399999999995,False,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,True,0.2,0.6,False,False,False
deepseek_v4_pro,china,q09,control,1,native,forced_answer,False,4,8,3,5,False,False,True,True,681,0,0,12,19100,1808,2841,0.03237168,False,0,0.0,0,0.0,1,0.08333333333333333,6,0.5,5,0.4166666666666667,0,0.0,0,0.0,0,0.0,True,0.2,0.5,False,False,False
minimax_m3,china,q09,control,1,native,forced_answer,False,5,8,4,4,False,False,True,True,542,0,0,5,21050,1779,8027,0.0084498,False,0,0.0,0,0.0,2,0.4,2,0.4,1,0.2,0,0.0,0,0.0,0,0.0,True,0.2,0.5,False,False,False
gpt_oss_120b,west,q09,control,1,native,forced_answer,False,9,8,2,6,False,False,True,True,1154,0,2,17,34967,2672,11722,0.00684825,False,0,0.0,0,0.0,11,0.6470588235294118,0,0.0,0,0.0,0,0.0,0,0.0,6,0.35294117647058826,True,0.1,0.6,False,False,False
nemotron_lightning_3_5,west,q09,control,1,native,answered,False,7,6,1,5,False,False,True,False,545,0,1,4,27027,1910,14382,0.00173335,False,0,0.0,0,0.0,0,0.0,2,0.5,1,0.25,0,0.0,0,0.0,1,0.25,True,0.0,0.3,False,False,False
nemotron_3_ultra,west,q09,control,1,native,forced_answer,False,9,8,4,4,False,False,True,True,522,0,0,11,30911,2029,9216,0.0234162,False,0,0.0,0,0.0,1,0.09090909090909091,5,0.45454545454545453,2,0.18181818181818182,0,0.0,0,0.0,3,0.2727272727272727,True,0.0,0.4,False,False,False
qwen3_8_max,china,q09,control,1,native,forced_answer,False,5,8,5,3,False,False,True,True,619,0,0,16,24662,2601,7959,0.06493,False,0,0.0,0,0.0,5,0.3125,6,0.375,4,0.25,0,0.0,0,0.0,1,0.0625,True,0.0,0.5,False,False,False
glm_5_3,china,q08,control,1,native,answered,False,5,7,4,3,False,False,True,False,565,0,1,9,35146,1479,22462,0.055712,False,0,0.0,0,0.0,0,0.0,3,0.3333333333333333,4,0.4444444444444444,1,0.1111111111111111,0,0.0,1,0.1111111111111111,True,0.1,0.8,False,False,False
deepseek_v4_pro,china,q10,control,1,native,forced_answer,False,4,10,3,5,False,False,True,True,627,0,0,9,23008,1822,3435,0.03758568,False,0,0.0,0,0.0,0,0.0,2,0.2222222222222222,1,0.1111111111111111,0,0.0,0,0.0,6,0.6666666666666666,True,0.2,0.5,False,False,False
qwen3_8_max,china,q10,control,1,native,forced_answer,False,5,8,4,4,False,False,True,True,641,0,0,17,27254,2370,7942,0.068728,False,0,0.0,0,0.0,7,0.4117647058823529,1,0.058823529411764705,1,0.058823529411764705,0,0.0,0,0.0,8,0.47058823529411764,True,0.2,0.4,False,False,False
minimax_m3,china,q10,control,1,native,forced_answer,False,5,9,5,3,False,False,True,True,477,0,0,8,22580,1412,9109,0.0084684,False,0,0.0,0,0.0,4,0.5,0,0.0,0,0.0,0,0.0,0,0.0,4,0.5,True,0.2,0.5,False,False,False
glm_5_3,china,q07,control,1,native,forced_answer,False,5,8,5,3,False,False,True,True,627,0,0,12,18081,4095,6277,0.043331400000000006,False,0,0.0,0,0.0,2,0.16666666666666666,2,0.16666666666666666,1,0.08333333333333333,0,0.0,0,0.0,7,0.5833333333333334,True,0.1,0.4,False,False,False
kimi_k3,china,q09,control,1,native,forced_answer,False,3,11,5,3,False,False,True,True,541,0,1,11,11231,2840,0,0.076293,False,0,0.0,0,0.0,3,0.2727272727272727,4,0.36363636363636365,0,0.0,1,0.09090909090909091,0,0.0,3,0.2727272727272727,True,0.0,0.6,False,False,False
nemotron_lightning_3_5,west,q10,control,1,native,forced_answer,False,9,8,3,5,False,False,True,True,622,0,1,6,21922,1978,12247,0.0014917000000000003,False,0,0.0,0,0.0,0,0.0,3,0.5,0,0.0,0,0.0,0,0.0,3,0.5,True,0.1,0.5,False,False,False
nemotron_3_ultra,west,q10,control,1,native,forced_answer,False,9,8,5,3,False,False,True,True,507,0,0,13,30684,1929,8192,0.023039999999999998,False,0,0.0,1,0.07692307692307693,2,0.15384615384615385,3,0.23076923076923078,0,0.0,1,0.07692307692307693,3,0.23076923076923078,3,0.23076923076923078,True,0.0,0.4,False,False,False
kimi_k3,china,q10,control,1,native,forced_answer,False,4,8,5,3,False,False,True,True,599,0,0,12,22300,2311,2995,0.101565,False,0,0.0,0,0.0,5,0.4166666666666667,0,0.0,1,0.08333333333333333,0,0.0,1,0.08333333333333333,5,0.4166666666666667,True,0.2,0.6,False,False,False
gpt_oss_120b,west,q10,control,1,native,forced_answer,False,9,8,4,4,False,False,True,True,927,0,0,0,38382,2097,24030,0.007015500000000001,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.1,0.4,False,False,False
deepseek_v4_pro,china,q11,control,1,native,forced_answer,False,4,8,5,3,False,False,True,True,628,0,0,16,23028,1822,3560,0.037612080000000006,False,0,0.0,0,0.0,0,0.0,11,0.6875,0,0.0,0,0.0,0,0.0,5,0.3125,True,0.3,0.6,False,False,False
glm_5_3,china,q09,control,1,native,forced_answer,False,5,8,5,3,False,False,True,True,731,0,2,20,16710,4254,5270,0.0421116,False,0,0.0,0,0.0,7,0.35,8,0.4,0,0.0,1,0.05,0,0.0,4,0.2,True,0.3,0.7,False,False,False
qwen3_8_max,china,q11,control,1,native,forced_answer,False,5,8,6,2,False,False,True,True,620,0,0,14,21091,4561,7644,0.069548,False,0,0.0,0,0.0,1,0.07142857142857142,4,0.2857142857142857,0,0.0,0,0.0,0,0.0,9,0.6428571428571429,True,0.2,0.6,False,False,False
minimax_m3,china,q11,control,1,native,forced_answer,False,5,10,5,3,False,False,True,True,613,0,0,12,21317,1867,7988,0.008635499999999999,False,0,0.0,0,0.0,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,11,0.9166666666666666,True,0.2,0.6,False,False,False
gpt_oss_120b,west,q11,control,1,native,forced_answer,False,9,8,4,4,False,False,True,True,805,0,0,0,38239,1905,23382,0.006878849999999999,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.0,0.6,False,False,False
kimi_k3,china,q11,control,1,native,forced_answer,False,4,9,3,5,False,False,True,True,628,0,0,14,12705,2436,3195,0.074655,False,0,0.0,0,0.0,0,0.0,7,0.5,1,0.07142857142857142,0,0.0,1,0.07142857142857142,5,0.35714285714285715,True,0.2,0.5,False,False,False
nemotron_3_ultra,west,q11,control,1,native,forced_answer,False,5,8,2,6,False,False,True,True,595,0,0,15,20551,2006,2048,0.017145,False,0,0.0,0,0.0,6,0.4,5,0.3333333333333333,0,0.0,3,0.2,0,0.0,1,0.06666666666666667,True,0.0,0.5,False,False,False
nemotron_lightning_3_5,west,q11,control,1,native,forced_answer,False,9,8,2,6,False,False,True,True,573,0,0,8,31790,2421,16235,0.0020737000000000004,False,0,0.0,0,0.0,1,0.125,6,0.75,1,0.125,0,0.0,0,0.0,0,0.0,True,0.1,0.5,False,False,False
glm_5_3,china,q10,control,1,native,forced_answer,False,5,8,5,3,False,False,True,True,670,0,0,15,22772,2435,5966,0.0425948,False,0,0.0,0,0.0,3,0.2,0,0.0,1,0.06666666666666667,0,0.0,1,0.06666666666666667,10,0.6666666666666666,True,0.2,0.5,False,False,False
gpt_oss_120b,west,q12,neutral,1,native,forced_answer,False,9,8,3,5,False,False,True,True,1261,0,0,0,43109,2926,26191,0.008221949999999999,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.2,0.5,False,False,False
deepseek_v4_pro,china,q12,neutral,1,native,forced_answer,False,5,9,4,4,False,False,True,True,624,1,0,10,29633,2013,10095,0.04708704,False,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3,0,0.0,0,0.0,7,0.7,True,0.0,0.5,False,False,False
qwen3_8_max,china,q12,neutral,1,native,forced_answer,False,5,8,6,2,False,False,True,True,589,0,0,13,19202,3491,6714,0.05935,False,0,0.0,0,0.0,0,0.0,0,0.0,3,0.23076923076923078,0,0.0,0,0.0,10,0.7692307692307693,True,0.3,0.6,False,False,False
minimax_m3,china,q12,neutral,1,native,forced_answer,False,5,9,5,3,False,False,True,True,664,0,0,9,32812,1781,11334,0.0119808,False,0,0.0,0,0.0,6,0.6666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,3,0.3333333333333333,True,0.3,0.7,False,False,False
nemotron_lightning_3_5,west,q12,neutral,1,native,answered,False,8,7,2,5,False,False,True,False,807,0,0,3,27568,2287,19289,0.0018358000000000003,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,True,0.1,0.4,False,False,False
glm_5_3,china,q11,control,1,native,forced_answer,False,4,9,5,3,False,False,True,True,695,0,0,16,14334,3486,3811,0.035406,False,0,0.0,0,0.0,7,0.4375,3,0.1875,1,0.0625,0,0.0,0,0.0,5,0.3125,True,0.3,0.8,False,False,False
nemotron_3_ultra,west,q12,neutral,1,native,forced_answer,False,9,8,6,2,False,False,True,True,535,0,0,5,35217,1733,12288,0.0252894,False,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,3,0.6,True,0.0,0.4,False,False,False
kimi_k3,china,q12,neutral,1,native,forced_answer,False,4,9,6,2,False,False,True,True,536,0,0,12,25282,2082,3016,0.107076,False,0,0.0,0,0.0,2,0.16666666666666666,0,0.0,2,0.16666666666666666,1,0.08333333333333333,0,0.0,7,0.5833333333333334,True,0.2,0.4,False,False,False
gpt_oss_120b,west,q13,neutral,1,native,answered,False,5,4,1,3,False,False,True,False,750,1,0,5,14276,2693,5199,0.0037571999999999996,False,0,0.0,0,0.0,0,0.0,3,0.6,0,0.0,0,0.0,0,0.0,2,0.4,True,0.0,0.3333333333333333,False,False,False
nemotron_lightning_3_5,west,q13,neutral,1,native,answered,False,4,3,1,2,False,False,True,False,890,0,0,8,10642,2603,4569,0.0010527000000000002,False,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,7,0.875,True,0.0,0.3333333333333333,False,False,False
deepseek_v4_pro,china,q13,neutral,1,native,forced_answer,False,5,8,4,4,False,False,True,True,616,0,0,12,33175,1873,11730,0.05120808,False,0,0.0,0,0.0,2,0.16666666666666666,1,0.08333333333333333,0,0.0,0,0.0,0,0.0,9,0.75,True,0.1111111111111111,0.4444444444444444,False,False,False
nemotron_3_ultra,west,q13,neutral,1,native,answered,False,8,7,3,4,False,False,True,False,754,0,0,6,43154,2568,21504,0.032055600000000004,False,0,0.0,0,0.0,0,0.0,1,0.16666666666666666,0,0.0,0,0.0,0,0.0,5,0.8333333333333334,True,0.1111111111111111,0.3333333333333333,False,False,False
qwen3_8_max,china,q13,neutral,1,native,forced_answer,False,5,8,7,1,False,False,True,True,664,0,0,13,24709,2240,7208,0.062858,False,0,0.0,0,0.0,2,0.15384615384615385,3,0.23076923076923078,0,0.0,2,0.15384615384615385,0,0.0,6,0.46153846153846156,True,0.1111111111111111,0.2222222222222222,False,False,False
minimax_m3,china,q13,neutral,1,native,forced_answer,False,5,9,5,3,False,False,True,True,679,0,0,15,34615,2022,11940,0.0128109,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,1.0,True,0.0,0.4444444444444444,False,False,False
deepseek_v4_pro,china,q14,neutral,1,native,forced_answer,False,4,8,3,5,False,False,True,True,637,0,0,6,21176,1833,3468,0.035211000000000006,False,0,0.0,0,0.0,0,0.0,0,0.0,1,0.16666666666666666,1,0.16666666666666666,0,0.0,4,0.6666666666666666,True,0.0,0.1,False,False,False
kimi_k3,china,q13,neutral,1,native,forced_answer,False,5,8,7,1,False,False,True,True,605,0,0,11,23540,2176,6704,0.10326,False,0,0.0,0,0.0,0,0.0,2,0.18181818181818182,0,0.0,2,0.18181818181818182,0,0.0,7,0.6363636363636364,True,0.1111111111111111,0.3333333333333333,False,False,False
minimax_m3,china,q14,neutral,1,native,forced_answer,False,5,9,4,4,False,False,True,True,591,0,0,8,25327,1884,9809,0.0098589,False,0,0.0,0,0.0,0,0.0,0,0.0,4,0.5,1,0.125,0,0.0,3,0.375,True,0.1,0.5,False,False,False
nemotron_3_ultra,west,q14,neutral,1,native,forced_answer,False,7,8,3,5,False,False,True,True,468,0,0,10,55481,1890,19456,0.0378246,False,0,0.0,0,0.0,2,0.2,0,0.0,0,0.0,1,0.1,0,0.0,7,0.7,True,0.2,0.6,False,False,False
nemotron_lightning_3_5,west,q14,neutral,1,native,forced_answer,False,9,8,2,6,False,False,True,True,655,0,1,5,38711,3932,19430,0.00272195,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,1.0,True,0.1,0.4,False,False,False
gpt_oss_120b,west,q14,neutral,1,native,forced_answer,False,9,8,4,4,False,False,True,True,967,0,0,4,38799,2277,20389,0.007186049999999999,False,0,0.0,0,0.0,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,3,0.75,True,0.0,0.3,False,False,False
qwen3_8_max,china,q14,neutral,1,native,forced_answer,False,5,8,6,2,False,False,True,True,597,0,0,15,25483,2849,8700,0.06806000000000001,False,0,0.0,0,0.0,1,0.06666666666666667,1,0.06666666666666667,1,0.06666666666666667,0,0.0,0,0.0,12,0.8,True,0.1,0.4,False,False,False
deepseek_v4_pro,china,q15,neutral,1,native,answered,False,3,5,2,3,False,False,True,False,577,0,0,12,8595,1479,2306,0.01720224,False,0,0.0,0,0.0,0,0.0,0,0.0,3,0.25,0,0.0,0,0.0,9,0.75,True,0.2,0.4,False,False,False
glm_5_3,china,q12,neutral,1,native,no_answer,False,5,8,7,1,False,False,False,False,0,0,0,0,22207,8665,6816,0.0692158,False,0,,0,,0,,0,,0,,0,,0,,0,,False,,,,,
kimi_k3,china,q14,neutral,1,native,forced_answer,False,5,9,7,1,False,False,True,True,596,0,0,13,21659,2417,7234,0.101232,False,0,0.0,0,0.0,0,0.0,2,0.15384615384615385,3,0.23076923076923078,0,0.0,0,0.0,8,0.6153846153846154,True,0.2,0.5,False,False,False
gpt_oss_120b,west,q15,neutral,1,native,forced_answer,False,9,8,3,5,False,False,True,True,941,0,0,0,35701,2143,18961,0.00664095,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.3,0.6,False,False,False
nemotron_lightning_3_5,west,q15,neutral,1,native,answered,False,4,3,1,2,False,False,True,False,641,0,0,5,8623,1646,1349,0.00076035,False,0,0.0,0,0.0,0,0.0,0,0.0,3,0.6,0,0.0,0,0.0,2,0.4,True,0.2,0.6,False,False,False
minimax_m3,china,q15,neutral,1,native,forced_answer,False,4,10,5,3,False,False,True,True,603,0,0,11,19127,1529,3683,0.0075729,False,0,0.0,0,0.0,0,0.0,0,0.0,1,0.09090909090909091,0,0.0,0,0.0,10,0.9090909090909091,True,0.2,0.5,False,False,False
kimi_k3,china,q15,neutral,1,native,answered,False,4,7,5,2,False,False,True,False,541,0,0,16,21119,1815,10324,0.090582,False,0,0.0,0,0.0,0,0.0,11,0.6875,2,0.125,0,0.0,0,0.0,3,0.1875,True,0.2,0.5,False,False,False
qwen3_8_max,china,q15,neutral,1,native,forced_answer,False,5,8,4,4,False,False,True,True,534,0,0,15,34021,1908,11219,0.07949,False,0,0.0,0,0.0,0,0.0,10,0.6666666666666666,1,0.06666666666666667,0,0.0,0,0.0,4,0.26666666666666666,True,0.2,0.5,False,False,False
nemotron_3_ultra,west,q15,neutral,1,native,forced_answer,False,9,8,5,3,False,False,True,True,694,0,0,14,40331,1970,12288,0.028926599999999997,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,14,1.0,True,0.2,0.5,False,False,False
deepseek_v4_pro,china,q16,china,1,native,answered,False,4,7,4,3,False,False,True,False,474,0,0,7,15105,1688,7844,0.02662308,False,1,0.14285714285714285,0,0.0,2,0.2857142857142857,1,0.14285714285714285,0,0.0,1,0.14285714285714285,0,0.0,2,0.2857142857142857,True,0.3,0.6,False,False,False
glm_5_3,china,q13,neutral,1,native,forced_answer,False,5,8,7,1,False,False,True,True,584,0,0,13,19702,1864,6078,0.035784399999999994,False,0,0.0,0,0.0,0,0.0,3,0.23076923076923078,0,0.0,1,0.07692307692307693,0,0.0,9,0.6923076923076923,True,0.2222222222222222,0.3333333333333333,False,False,False
minimax_m3,china,q16,china,1,native,forced_answer,False,5,8,5,3,False,False,True,True,625,0,0,13,22061,1703,8417,0.0086619,False,0,0.0,0,0.0,7,0.5384615384615384,3,0.23076923076923078,1,0.07692307692307693,0,0.0,0,0.0,2,0.15384615384615385,True,0.3,0.7,False,False,False
qwen3_8_max,china,q16,china,1,native,forced_answer,False,5,8,6,2,False,False,True,True,601,1,0,14,25334,2927,7756,0.06823,False,1,0.07142857142857142,0,0.0,6,0.42857142857142855,1,0.07142857142857142,0,0.0,1,0.07142857142857142,0,0.0,5,0.35714285714285715,True,0.3,0.7,False,False,False
glm_5_3,china,q15,neutral,1,native,forced_answer,False,5,8,4,4,False,False,True,True,595,0,0,16,21754,2015,6177,0.0393216,False,0,0.0,0,0.0,5,0.3125,1,0.0625,4,0.25,1,0.0625,0,0.0,5,0.3125,True,0.2,0.4,False,False,False
nemotron_3_ultra,west,q16,china,1,native,forced_answer,False,9,8,5,3,False,False,True,True,406,0,0,0,37757,1791,13312,0.0269526,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.1,0.5,False,False,False
kimi_k3,china,q16,china,1,native,forced_answer,False,4,9,6,2,False,False,True,True,565,0,0,12,16382,4014,3195,0.10935600000000001,False,1,0.08333333333333333,0,0.0,6,0.5,0,0.0,1,0.08333333333333333,0,0.0,0,0.0,4,0.3333333333333333,True,0.2,0.6,False,False,False
deepseek_v4_pro,china,q17,china,1,native,answered,False,4,7,2,5,False,False,True,False,479,0,0,5,14928,1425,8092,0.025347960000000003,False,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,0,0.0,2,0.4,0,0.0,True,0.2,0.6,False,False,False
gpt_oss_120b,west,q16,china,1,native,answered,False,8,7,4,3,False,False,True,False,997,0,0,8,23541,4589,18688,0.00628455,False,2,0.25,0,0.0,2,0.25,1,0.125,0,0.0,1,0.125,0,0.0,2,0.25,True,0.0,0.2,False,False,False
glm_5_3,china,q14,neutral,1,native,forced_answer,False,5,8,7,1,False,False,True,True,633,0,0,15,18118,1988,6235,0.034112399999999994,False,0,0.0,0,0.0,0,0.0,0,0.0,2,0.13333333333333333,1,0.06666666666666667,0,0.0,12,0.8,True,0.0,0.3,False,False,False
qwen3_8_max,china,q17,china,1,native,forced_answer,False,5,8,4,4,False,False,True,True,522,0,0,13,18962,2007,7044,0.049966,False,0,0.0,0,0.0,3,0.23076923076923078,1,0.07692307692307693,1,0.07692307692307693,6,0.46153846153846156,2,0.15384615384615385,0,0.0,True,0.3,0.6,False,False,False
minimax_m3,china,q17,china,1,native,forced_answer,False,4,9,5,3,False,False,True,True,581,0,0,14,18848,1856,4183,0.007881599999999999,False,1,0.07142857142857142,0,0.0,1,0.07142857142857142,2,0.14285714285714285,1,0.07142857142857142,4,0.2857142857142857,3,0.21428571428571427,2,0.14285714285714285,True,0.2,0.7,False,False,False
nemotron_lightning_3_5,west,q16,china,1,native,forced_answer,False,9,8,3,5,False,False,True,True,587,1,0,0,38131,2189,22126,0.00234435,False,0,,0,,0,,0,,0,,0,,0,,0,,True,0.3,0.6,False,False,False
nemotron_3_ultra,west,q17,china,1,native,forced_answer,False,9,8,4,4,False,False,True,True,630,0,0,8,40799,1928,12288,0.029106599999999996,False,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,2,0.25,2,0.25,3,0.375,True,0.2,0.6,False,False,False
gpt_oss_120b,west,q17,china,1,native,forced_answer,False,9,8,5,3,False,False,True,True,1129,0,0,5,31255,2378,19204,0.0061150499999999995,False,0,0.0,0,0.0,2,0.4,0,0.0,1,0.2,0,0.0,0,0.0,2,0.4,True,0.2,0.7,False,False,False
deepseek_v4_pro,china,q18,control,1,native,answered,False,4,6,2,4,False,False,True,False,627,0,4,12,23245,1660,12489,0.037257,False,0,0.0,0,0.0,3,0.25,9,0.75,0,0.0,0,0.0,0,0.0,0,0.0,True,0.5,0.9,False,False,False
nemotron_lightning_3_5,west,q17,china,1,native,forced_answer,False,9,8,4,4,False,False,True,True,683,0,0,3,60549,2505,27127,0.0035284500000000002,False,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,2,0.6666666666666666,0,0.0,True,0.0,0.5,False,False,False
kimi_k3,china,q18,control,1,native,forced_answer,False,5,9,3,5,False,False,True,True,526,0,1,10,25904,1856,9853,0.10555199999999999,False,0,0.0,0,0.0,0,0.0,9,0.9,0,0.0,0,0.0,0,0.0,1,0.1,True,0.6,0.9,False,False,False
qwen3_8_max,china,q18,control,1,native,forced_answer,False,5,8,5,3,False,False,True,True,581,0,4,13,25877,4121,8775,0.07647999999999999,False,0,0.0,0,0.0,3,0.23076923076923078,9,0.6923076923076923,0,0.0,0,0.0,1,0.07692307692307693,0,0.0,True,0.5,1.0,False,False,False
minimax_m3,china,q18,control,1,native,forced_answer,False,3,8,4,4,False,False,True,True,592,0,3,9,10721,1837,1155,0.0054207,False,0,0.0,0,0.0,0,0.0,6,0.6666666666666666,0,0.0,0,0.0,0,0.0,3,0.3333333333333333,True,0.4,0.7,False,False,False
nemotron_lightning_3_5,west,q18,control,1,native,answered,False,7,6,1,5,False,False,True,False,575,0,2,4,24231,1804,11883,0.00157235,False,0,0.0,0,0.0,1,0.25,3,0.75,0,0.0,0,0.0,0,0.0,0,0.0,True,0.5,0.9,False,False,False
