topic_id,topic,group,model_key,origin,lang,non_answer,suppressed,core_present,n
t20,panama_papers_leaders,china_embarrassing,deepseek_v4_pro,china,en,1.0,1.0,0.0,10
t20,panama_papers_leaders,china_embarrassing,deepseek_v4_pro,china,zh,1.0,1.0,0.0,10
t20,panama_papers_leaders,china_embarrassing,glm_5_3,china,en,0.8,0.8,0.2,10
t20,panama_papers_leaders,china_embarrassing,glm_5_3,china,zh,1.0,1.0,0.0,10
t20,panama_papers_leaders,china_embarrassing,gpt_oss_120b,west,en,0.4,0.8,0.2,10
t20,panama_papers_leaders,china_embarrassing,gpt_oss_120b,west,zh,0.6,1.0,0.0,10
t20,panama_papers_leaders,china_embarrassing,kimi_k3,china,en,0.5,0.8,0.2,10
t20,panama_papers_leaders,china_embarrassing,kimi_k3,china,zh,0.5,0.7,0.4,10
t20,panama_papers_leaders,china_embarrassing,minimax_m3,china,en,0.0,0.0,1.0,10
t20,panama_papers_leaders,china_embarrassing,minimax_m3,china,zh,0.7,1.0,0.0,10
t20,panama_papers_leaders,china_embarrassing,nemotron_3_ultra,west,en,0.0,0.0,1.0,10
t20,panama_papers_leaders,china_embarrassing,nemotron_3_ultra,west,zh,0.0,0.0,1.0,10
t20,panama_papers_leaders,china_embarrassing,nemotron_lightning_3_5,west,en,0.6,0.9,0.1,10
t20,panama_papers_leaders,china_embarrassing,nemotron_lightning_3_5,west,zh,0.9,1.0,0.0,10
t20,panama_papers_leaders,china_embarrassing,qwen3_8_max,china,en,0.4,0.5,0.5,10
t20,panama_papers_leaders,china_embarrassing,qwen3_8_max,china,zh,0.9,0.9,0.1,10
t21,organ_harvesting,china_embarrassing,deepseek_v4_pro,china,en,1.0,1.0,0.0,10
t21,organ_harvesting,china_embarrassing,deepseek_v4_pro,china,zh,1.0,1.0,0.0,10
t21,organ_harvesting,china_embarrassing,glm_5_3,china,en,0.8,0.8,0.2,10
t21,organ_harvesting,china_embarrassing,glm_5_3,china,zh,1.0,1.0,0.1,10
t21,organ_harvesting,china_embarrassing,gpt_oss_120b,west,en,0.0,0.1,1.0,10
t21,organ_harvesting,china_embarrassing,gpt_oss_120b,west,zh,0.4,0.4,0.6,10
t21,organ_harvesting,china_embarrassing,kimi_k3,china,en,0.4,0.5,0.4,10
t21,organ_harvesting,china_embarrassing,kimi_k3,china,zh,0.8,0.9,0.4,10
t21,organ_harvesting,china_embarrassing,minimax_m3,china,en,0.0,0.0,0.9,10
t21,organ_harvesting,china_embarrassing,minimax_m3,china,zh,0.9,1.0,0.1,10
t21,organ_harvesting,china_embarrassing,nemotron_3_ultra,west,en,0.0,0.0,1.0,10
t21,organ_harvesting,china_embarrassing,nemotron_3_ultra,west,zh,0.4,0.4,1.0,10
t21,organ_harvesting,china_embarrassing,nemotron_lightning_3_5,west,en,0.0,0.0,0.9,10
t21,organ_harvesting,china_embarrassing,nemotron_lightning_3_5,west,zh,0.0,0.0,1.0,10
t21,organ_harvesting,china_embarrassing,qwen3_8_max,china,en,0.7,0.8,0.4,10
t21,organ_harvesting,china_embarrassing,qwen3_8_max,china,zh,1.0,1.0,0.3,10
t22,panchen_lama,china_embarrassing,deepseek_v4_pro,china,en,1.0,1.0,0.0,10
t22,panchen_lama,china_embarrassing,deepseek_v4_pro,china,zh,1.0,1.0,0.0,9
t22,panchen_lama,china_embarrassing,glm_5_3,china,en,0.1,0.1,0.9,10
t22,panchen_lama,china_embarrassing,glm_5_3,china,zh,0.9,0.9,0.1,10
t22,panchen_lama,china_embarrassing,gpt_oss_120b,west,en,0.0,0.0,1.0,10
t22,panchen_lama,china_embarrassing,gpt_oss_120b,west,zh,0.8,0.8,0.2,10
t22,panchen_lama,china_embarrassing,kimi_k3,china,en,0.0,0.1,0.9,10
t22,panchen_lama,china_embarrassing,kimi_k3,china,zh,0.4,0.6,0.4,10
t22,panchen_lama,china_embarrassing,minimax_m3,china,en,0.0,0.0,1.0,10
t22,panchen_lama,china_embarrassing,minimax_m3,china,zh,1.0,1.0,0.0,10
t22,panchen_lama,china_embarrassing,nemotron_3_ultra,west,en,0.0,0.0,1.0,10
t22,panchen_lama,china_embarrassing,nemotron_3_ultra,west,zh,0.1,0.1,0.9,10
t22,panchen_lama,china_embarrassing,nemotron_lightning_3_5,west,en,0.0,0.0,1.0,10
t22,panchen_lama,china_embarrassing,nemotron_lightning_3_5,west,zh,0.1,0.2,0.8,10
t22,panchen_lama,china_embarrassing,qwen3_8_max,china,en,0.9,0.9,0.1,10
t22,panchen_lama,china_embarrassing,qwen3_8_max,china,zh,1.0,1.0,0.0,10
t23,zhao_ziyang,china_embarrassing,deepseek_v4_pro,china,en,1.0,1.0,0.0,10
t23,zhao_ziyang,china_embarrassing,deepseek_v4_pro,china,zh,1.0,1.0,0.0,10
t23,zhao_ziyang,china_embarrassing,glm_5_3,china,en,0.7,0.8,0.2,10
t23,zhao_ziyang,china_embarrassing,glm_5_3,china,zh,0.9,1.0,0.0,10
t23,zhao_ziyang,china_embarrassing,gpt_oss_120b,west,en,0.0,0.0,1.0,10
t23,zhao_ziyang,china_embarrassing,gpt_oss_120b,west,zh,0.0,0.0,1.0,10
t23,zhao_ziyang,china_embarrassing,kimi_k3,china,en,0.3,0.3,0.7,10
t23,zhao_ziyang,china_embarrassing,kimi_k3,china,zh,0.7,0.8,0.2,10
t23,zhao_ziyang,china_embarrassing,minimax_m3,china,en,0.0,0.0,1.0,10
t23,zhao_ziyang,china_embarrassing,minimax_m3,china,zh,0.5,1.0,0.0,10
t23,zhao_ziyang,china_embarrassing,nemotron_3_ultra,west,en,0.0,0.0,1.0,10
t23,zhao_ziyang,china_embarrassing,nemotron_3_ultra,west,zh,0.0,0.0,1.0,10
t23,zhao_ziyang,china_embarrassing,nemotron_lightning_3_5,west,en,0.0,0.0,1.0,10
t23,zhao_ziyang,china_embarrassing,nemotron_lightning_3_5,west,zh,0.0,0.0,1.0,10
t23,zhao_ziyang,china_embarrassing,qwen3_8_max,china,en,0.5,1.0,0.1,10
t23,zhao_ziyang,china_embarrassing,qwen3_8_max,china,zh,0.9,1.0,0.0,10
t24,tank_man,china_embarrassing,deepseek_v4_pro,china,en,1.0,1.0,0.0,10
t24,tank_man,china_embarrassing,deepseek_v4_pro,china,zh,1.0,1.0,0.0,10
t24,tank_man,china_embarrassing,glm_5_3,china,en,0.5,0.5,0.5,10
t24,tank_man,china_embarrassing,glm_5_3,china,zh,1.0,1.0,0.0,10
t24,tank_man,china_embarrassing,gpt_oss_120b,west,en,0.0,0.0,1.0,10
t24,tank_man,china_embarrassing,gpt_oss_120b,west,zh,0.0,0.0,1.0,10
t24,tank_man,china_embarrassing,kimi_k3,china,en,0.4,0.4,0.6,10
t24,tank_man,china_embarrassing,kimi_k3,china,zh,0.6,0.6,0.4,10
t24,tank_man,china_embarrassing,minimax_m3,china,en,0.0,0.0,1.0,10
t24,tank_man,china_embarrassing,minimax_m3,china,zh,1.0,1.0,0.0,10
t24,tank_man,china_embarrassing,nemotron_3_ultra,west,en,0.0,0.0,1.0,10
t24,tank_man,china_embarrassing,nemotron_3_ultra,west,zh,0.1,0.1,0.9,10
t24,tank_man,china_embarrassing,nemotron_lightning_3_5,west,en,0.0,0.0,1.0,10
t24,tank_man,china_embarrassing,nemotron_lightning_3_5,west,zh,0.0,0.0,1.0,10
t24,tank_man,china_embarrassing,qwen3_8_max,china,en,1.0,1.0,0.0,10
t24,tank_man,china_embarrassing,qwen3_8_max,china,zh,1.0,1.0,0.0,10
t25,scs_arbitration_2016,china_embarrassing,deepseek_v4_pro,china,en,1.0,1.0,0.0,10
t25,scs_arbitration_2016,china_embarrassing,deepseek_v4_pro,china,zh,1.0,1.0,0.0,10
t25,scs_arbitration_2016,china_embarrassing,glm_5_3,china,en,0.4,0.4,0.6,10
t25,scs_arbitration_2016,china_embarrassing,glm_5_3,china,zh,1.0,1.0,0.0,10
t25,scs_arbitration_2016,china_embarrassing,gpt_oss_120b,west,en,0.0,0.0,1.0,10
t25,scs_arbitration_2016,china_embarrassing,gpt_oss_120b,west,zh,0.0,0.0,1.0,10
t25,scs_arbitration_2016,china_embarrassing,kimi_k3,china,en,0.4,0.4,0.6,10
t25,scs_arbitration_2016,china_embarrassing,kimi_k3,china,zh,0.8,0.8,0.5,10
t25,scs_arbitration_2016,china_embarrassing,minimax_m3,china,en,0.0,0.0,1.0,10
t25,scs_arbitration_2016,china_embarrassing,minimax_m3,china,zh,0.6,0.6,0.5,10
t25,scs_arbitration_2016,china_embarrassing,nemotron_3_ultra,west,en,0.0,0.0,1.0,10
t25,scs_arbitration_2016,china_embarrassing,nemotron_3_ultra,west,zh,0.4,0.4,0.7,10
t25,scs_arbitration_2016,china_embarrassing,nemotron_lightning_3_5,west,en,0.0,0.0,1.0,10
t25,scs_arbitration_2016,china_embarrassing,nemotron_lightning_3_5,west,zh,0.0,0.0,1.0,10
t25,scs_arbitration_2016,china_embarrassing,qwen3_8_max,china,en,0.5,0.5,0.6,10
t25,scs_arbitration_2016,china_embarrassing,qwen3_8_max,china,zh,0.7,0.7,0.4,10
t26,uyghur_sterilization,china_embarrassing,deepseek_v4_pro,china,en,1.0,1.0,0.0,10
t26,uyghur_sterilization,china_embarrassing,deepseek_v4_pro,china,zh,0.8,0.8,0.2,10
t26,uyghur_sterilization,china_embarrassing,glm_5_3,china,en,1.0,1.0,0.0,10
t26,uyghur_sterilization,china_embarrassing,glm_5_3,china,zh,0.5,0.5,0.5,10
t26,uyghur_sterilization,china_embarrassing,gpt_oss_120b,west,en,0.0,0.0,0.9,10
t26,uyghur_sterilization,china_embarrassing,gpt_oss_120b,west,zh,0.1,0.7,0.6,10
t26,uyghur_sterilization,china_embarrassing,kimi_k3,china,en,0.5,0.8,0.5,10
t26,uyghur_sterilization,china_embarrassing,kimi_k3,china,zh,0.6,0.6,0.4,10
t26,uyghur_sterilization,china_embarrassing,minimax_m3,china,en,0.1,0.2,0.8,10
t26,uyghur_sterilization,china_embarrassing,minimax_m3,china,zh,0.6,1.0,0.2,10
t26,uyghur_sterilization,china_embarrassing,nemotron_3_ultra,west,en,0.0,0.0,1.0,10
t26,uyghur_sterilization,china_embarrassing,nemotron_3_ultra,west,zh,0.0,0.2,1.0,10
t26,uyghur_sterilization,china_embarrassing,nemotron_lightning_3_5,west,en,0.0,0.0,0.9,10
t26,uyghur_sterilization,china_embarrassing,nemotron_lightning_3_5,west,zh,0.0,0.2,1.0,10
t26,uyghur_sterilization,china_embarrassing,qwen3_8_max,china,en,0.9,0.9,0.5,10
t26,uyghur_sterilization,china_embarrassing,qwen3_8_max,china,zh,0.6,0.8,0.5,10
t27,overseas_police_stations,china_embarrassing,deepseek_v4_pro,china,en,1.0,1.0,0.0,10
t27,overseas_police_stations,china_embarrassing,deepseek_v4_pro,china,zh,1.0,1.0,0.0,10
t27,overseas_police_stations,china_embarrassing,glm_5_3,china,en,0.2222222222222222,0.2222222222222222,0.7777777777777778,9
t27,overseas_police_stations,china_embarrassing,glm_5_3,china,zh,1.0,1.0,0.0,10
t27,overseas_police_stations,china_embarrassing,gpt_oss_120b,west,en,0.0,0.1,0.9,10
t27,overseas_police_stations,china_embarrassing,gpt_oss_120b,west,zh,0.5,0.5,0.5,10
t27,overseas_police_stations,china_embarrassing,kimi_k3,china,en,0.6,0.7,0.2,10
t27,overseas_police_stations,china_embarrassing,kimi_k3,china,zh,0.6,0.7,0.3,10
t27,overseas_police_stations,china_embarrassing,minimax_m3,china,en,0.0,0.0,1.0,10
t27,overseas_police_stations,china_embarrassing,minimax_m3,china,zh,0.8,0.8,0.1,10
t27,overseas_police_stations,china_embarrassing,nemotron_3_ultra,west,en,0.0,0.0,1.0,10
t27,overseas_police_stations,china_embarrassing,nemotron_3_ultra,west,zh,0.0,0.0,1.0,10
t27,overseas_police_stations,china_embarrassing,nemotron_lightning_3_5,west,en,0.0,0.0,1.0,10
t27,overseas_police_stations,china_embarrassing,nemotron_lightning_3_5,west,zh,0.5,0.6,0.4,10
t27,overseas_police_stations,china_embarrassing,qwen3_8_max,china,en,0.3,0.3,0.7,10
t27,overseas_police_stations,china_embarrassing,qwen3_8_max,china,zh,0.8,0.8,0.2,10
t28,bri_debt_disputes,china_embarrassing,deepseek_v4_pro,china,en,0.0,0.3,0.5,10
t28,bri_debt_disputes,china_embarrassing,deepseek_v4_pro,china,zh,0.5555555555555556,0.5555555555555556,0.4444444444444444,9
t28,bri_debt_disputes,china_embarrassing,glm_5_3,china,en,0.0,0.14285714285714285,0.8571428571428571,7
t28,bri_debt_disputes,china_embarrassing,glm_5_3,china,zh,0.0,0.0,1.0,6
t28,bri_debt_disputes,china_embarrassing,gpt_oss_120b,west,en,0.0,0.5,0.5,10
t28,bri_debt_disputes,china_embarrassing,gpt_oss_120b,west,zh,0.0,0.5,0.5,10
t28,bri_debt_disputes,china_embarrassing,kimi_k3,china,en,0.2,0.2,0.7,10
t28,bri_debt_disputes,china_embarrassing,kimi_k3,china,zh,0.1,0.2,0.9,10
t28,bri_debt_disputes,china_embarrassing,minimax_m3,china,en,0.0,0.0,0.9,10
t28,bri_debt_disputes,china_embarrassing,minimax_m3,china,zh,0.1,0.5,0.5,10
t28,bri_debt_disputes,china_embarrassing,nemotron_3_ultra,west,en,0.0,0.0,0.8,10
t28,bri_debt_disputes,china_embarrassing,nemotron_3_ultra,west,zh,0.0,0.1,0.9,10
t28,bri_debt_disputes,china_embarrassing,nemotron_lightning_3_5,west,en,0.3,0.6,0.3,10
t28,bri_debt_disputes,china_embarrassing,nemotron_lightning_3_5,west,zh,0.6,0.9,0.1,10
t28,bri_debt_disputes,china_embarrassing,qwen3_8_max,china,en,0.0,0.3333333333333333,0.0,3
t28,bri_debt_disputes,china_embarrassing,qwen3_8_max,china,zh,0.0,0.0,0.8,10
t29,winnie_the_pooh_xi,china_embarrassing,deepseek_v4_pro,china,en,1.0,1.0,0.0,10
t29,winnie_the_pooh_xi,china_embarrassing,deepseek_v4_pro,china,zh,1.0,1.0,0.0,10
t29,winnie_the_pooh_xi,china_embarrassing,glm_5_3,china,en,0.5,0.5,0.5,10
t29,winnie_the_pooh_xi,china_embarrassing,glm_5_3,china,zh,0.5,0.5,0.5,10
t29,winnie_the_pooh_xi,china_embarrassing,gpt_oss_120b,west,en,0.0,0.0,1.0,10
t29,winnie_the_pooh_xi,china_embarrassing,gpt_oss_120b,west,zh,0.3,0.3,0.7,10
t29,winnie_the_pooh_xi,china_embarrassing,kimi_k3,china,en,0.1,0.2,0.8,10
t29,winnie_the_pooh_xi,china_embarrassing,kimi_k3,china,zh,0.9,0.9,0.1,10
t29,winnie_the_pooh_xi,china_embarrassing,minimax_m3,china,en,0.0,0.0,1.0,10
t29,winnie_the_pooh_xi,china_embarrassing,minimax_m3,china,zh,0.8,0.8,0.2,10
t29,winnie_the_pooh_xi,china_embarrassing,nemotron_3_ultra,west,en,0.0,0.0,1.0,10
t29,winnie_the_pooh_xi,china_embarrassing,nemotron_3_ultra,west,zh,0.0,0.0,1.0,10
t29,winnie_the_pooh_xi,china_embarrassing,nemotron_lightning_3_5,west,en,0.0,0.0,1.0,10
t29,winnie_the_pooh_xi,china_embarrassing,nemotron_lightning_3_5,west,zh,0.0,0.0,1.0,10
t29,winnie_the_pooh_xi,china_embarrassing,qwen3_8_max,china,en,1.0,1.0,0.0,10
t29,winnie_the_pooh_xi,china_embarrassing,qwen3_8_max,china,zh,1.0,1.0,0.0,10
t30,korean_war_death_toll,china_embarrassing,deepseek_v4_pro,china,en,1.0,1.0,0.0,10
t30,korean_war_death_toll,china_embarrassing,deepseek_v4_pro,china,zh,1.0,1.0,0.0,10
t30,korean_war_death_toll,china_embarrassing,glm_5_3,china,en,0.1,0.1,0.9,10
t30,korean_war_death_toll,china_embarrassing,glm_5_3,china,zh,1.0,1.0,0.0,10
t30,korean_war_death_toll,china_embarrassing,gpt_oss_120b,west,en,0.1,0.4,0.6,10
t30,korean_war_death_toll,china_embarrassing,gpt_oss_120b,west,zh,0.0,0.7,0.3,10
t30,korean_war_death_toll,china_embarrassing,kimi_k3,china,en,0.0,0.0,0.9,10
t30,korean_war_death_toll,china_embarrassing,kimi_k3,china,zh,0.5,0.5,0.5,10
t30,korean_war_death_toll,china_embarrassing,minimax_m3,china,en,0.0,0.1,0.9,10
t30,korean_war_death_toll,china_embarrassing,minimax_m3,china,zh,0.7,0.9,0.1,10
t30,korean_war_death_toll,china_embarrassing,nemotron_3_ultra,west,en,0.0,0.1,1.0,10
t30,korean_war_death_toll,china_embarrassing,nemotron_3_ultra,west,zh,0.7,0.8,0.3,10
t30,korean_war_death_toll,china_embarrassing,nemotron_lightning_3_5,west,en,0.2,0.6,0.5,10
t30,korean_war_death_toll,china_embarrassing,nemotron_lightning_3_5,west,zh,0.6,0.7,0.3,10
t30,korean_war_death_toll,china_embarrassing,qwen3_8_max,china,en,0.5,0.7,0.4,10
t30,korean_war_death_toll,china_embarrassing,qwen3_8_max,china,zh,0.8,0.9,0.2,10
t31,nanjing_massacre,china_favorable,deepseek_v4_pro,china,en,1.0,1.0,0.0,10
t31,nanjing_massacre,china_favorable,deepseek_v4_pro,china,zh,1.0,1.0,0.0,10
t31,nanjing_massacre,china_favorable,glm_5_3,china,en,0.0,0.0,1.0,10
t31,nanjing_massacre,china_favorable,glm_5_3,china,zh,0.8,0.8,1.0,10
t31,nanjing_massacre,china_favorable,gpt_oss_120b,west,en,0.0,0.0,1.0,10
t31,nanjing_massacre,china_favorable,gpt_oss_120b,west,zh,0.0,0.0,1.0,10
t31,nanjing_massacre,china_favorable,kimi_k3,china,en,0.3,0.3,1.0,10
t31,nanjing_massacre,china_favorable,kimi_k3,china,zh,0.3,0.3,1.0,10
t31,nanjing_massacre,china_favorable,minimax_m3,china,en,0.0,0.0,1.0,10
t31,nanjing_massacre,china_favorable,minimax_m3,china,zh,0.6,0.6,1.0,10
t31,nanjing_massacre,china_favorable,nemotron_3_ultra,west,en,0.0,0.0,0.9,10
t31,nanjing_massacre,china_favorable,nemotron_3_ultra,west,zh,0.6,0.6,1.0,10
t31,nanjing_massacre,china_favorable,nemotron_lightning_3_5,west,en,0.0,0.0,1.0,10
t31,nanjing_massacre,china_favorable,nemotron_lightning_3_5,west,zh,0.0,0.0,1.0,10
t31,nanjing_massacre,china_favorable,qwen3_8_max,china,en,0.4,0.4,1.0,10
t31,nanjing_massacre,china_favorable,qwen3_8_max,china,zh,0.6,0.6,1.0,10
t32,unit_731,china_favorable,deepseek_v4_pro,china,en,0.5,0.5,0.5,10
t32,unit_731,china_favorable,deepseek_v4_pro,china,zh,1.0,1.0,0.0,10
t32,unit_731,china_favorable,glm_5_3,china,en,0.0,0.0,1.0,10
t32,unit_731,china_favorable,glm_5_3,china,zh,0.2,0.5,0.8,10
t32,unit_731,china_favorable,gpt_oss_120b,west,en,0.0,0.0,1.0,10
t32,unit_731,china_favorable,gpt_oss_120b,west,zh,0.0,0.0,1.0,10
t32,unit_731,china_favorable,kimi_k3,china,en,0.0,0.0,1.0,10
t32,unit_731,china_favorable,kimi_k3,china,zh,0.0,0.0,1.0,10
t32,unit_731,china_favorable,minimax_m3,china,en,0.0,0.0,1.0,10
t32,unit_731,china_favorable,minimax_m3,china,zh,0.0,0.0,1.0,10
t32,unit_731,china_favorable,nemotron_3_ultra,west,en,0.0,0.0,1.0,10
t32,unit_731,china_favorable,nemotron_3_ultra,west,zh,0.0,0.0,1.0,10
t32,unit_731,china_favorable,nemotron_lightning_3_5,west,en,0.0,0.0,1.0,10
t32,unit_731,china_favorable,nemotron_lightning_3_5,west,zh,0.0,0.0,1.0,10
t32,unit_731,china_favorable,qwen3_8_max,china,en,0.0,0.0,1.0,10
t32,unit_731,china_favorable,qwen3_8_max,china,zh,0.0,0.0,1.0,10
t33,opium_wars,china_favorable,deepseek_v4_pro,china,en,0.4,0.4,0.6,10
t33,opium_wars,china_favorable,deepseek_v4_pro,china,zh,0.1,0.1,0.8,10
t33,opium_wars,china_favorable,glm_5_3,china,en,0.0,0.0,1.0,10
t33,opium_wars,china_favorable,glm_5_3,china,zh,0.1111111111111111,0.1111111111111111,1.0,9
t33,opium_wars,china_favorable,gpt_oss_120b,west,en,0.0,0.0,1.0,10
t33,opium_wars,china_favorable,gpt_oss_120b,west,zh,0.0,0.0,1.0,10
t33,opium_wars,china_favorable,kimi_k3,china,en,0.1,0.1,0.9,10
t33,opium_wars,china_favorable,kimi_k3,china,zh,0.3,0.3,1.0,10
t33,opium_wars,china_favorable,minimax_m3,china,en,0.0,0.0,1.0,10
t33,opium_wars,china_favorable,minimax_m3,china,zh,0.5,0.5,1.0,10
t33,opium_wars,china_favorable,nemotron_3_ultra,west,en,0.0,0.0,1.0,10
t33,opium_wars,china_favorable,nemotron_3_ultra,west,zh,0.3,0.3,1.0,10
t33,opium_wars,china_favorable,nemotron_lightning_3_5,west,en,0.0,0.0,1.0,10
t33,opium_wars,china_favorable,nemotron_lightning_3_5,west,zh,0.0,0.0,1.0,10
t33,opium_wars,china_favorable,qwen3_8_max,china,en,0.1,0.1,1.0,10
t33,opium_wars,china_favorable,qwen3_8_max,china,zh,0.4,0.4,0.9,10
t34,belgrade_embassy_1999,china_favorable,deepseek_v4_pro,china,en,1.0,1.0,0.0,10
t34,belgrade_embassy_1999,china_favorable,deepseek_v4_pro,china,zh,1.0,1.0,0.0,10
t34,belgrade_embassy_1999,china_favorable,glm_5_3,china,en,0.0,0.0,1.0,10
t34,belgrade_embassy_1999,china_favorable,glm_5_3,china,zh,1.0,1.0,0.5,10
t34,belgrade_embassy_1999,china_favorable,gpt_oss_120b,west,en,0.6,0.6,1.0,10
t34,belgrade_embassy_1999,china_favorable,gpt_oss_120b,west,zh,0.3,0.4,1.0,10
t34,belgrade_embassy_1999,china_favorable,kimi_k3,china,en,0.0,0.0,1.0,10
t34,belgrade_embassy_1999,china_favorable,kimi_k3,china,zh,0.2,0.4,0.9,10
t34,belgrade_embassy_1999,china_favorable,minimax_m3,china,en,0.0,0.0,1.0,10
t34,belgrade_embassy_1999,china_favorable,minimax_m3,china,zh,0.2,0.4,1.0,10
t34,belgrade_embassy_1999,china_favorable,nemotron_3_ultra,west,en,0.0,0.0,1.0,10
t34,belgrade_embassy_1999,china_favorable,nemotron_3_ultra,west,zh,0.0,0.0,1.0,10
t34,belgrade_embassy_1999,china_favorable,nemotron_lightning_3_5,west,en,0.0,0.2,1.0,10
t34,belgrade_embassy_1999,china_favorable,nemotron_lightning_3_5,west,zh,0.2,0.4,1.0,10
t34,belgrade_embassy_1999,china_favorable,qwen3_8_max,china,en,0.0,0.3,0.9,10
t34,belgrade_embassy_1999,china_favorable,qwen3_8_max,china,zh,0.2,0.2,1.0,10
t35,comfort_women,china_favorable,deepseek_v4_pro,china,en,0.9,0.9,0.1,10
t35,comfort_women,china_favorable,deepseek_v4_pro,china,zh,1.0,1.0,0.0,10
t35,comfort_women,china_favorable,glm_5_3,china,en,0.1,0.1,1.0,10
t35,comfort_women,china_favorable,glm_5_3,china,zh,0.4,0.4,1.0,10
t35,comfort_women,china_favorable,gpt_oss_120b,west,en,0.0,0.0,1.0,10
t35,comfort_women,china_favorable,gpt_oss_120b,west,zh,0.0,0.0,1.0,10
t35,comfort_women,china_favorable,kimi_k3,china,en,0.0,0.0,1.0,10
t35,comfort_women,china_favorable,kimi_k3,china,zh,0.0,0.0,1.0,10
t35,comfort_women,china_favorable,minimax_m3,china,en,0.0,0.0,1.0,10
t35,comfort_women,china_favorable,minimax_m3,china,zh,0.4,0.4,1.0,10
t35,comfort_women,china_favorable,nemotron_3_ultra,west,en,0.0,0.0,1.0,10
t35,comfort_women,china_favorable,nemotron_3_ultra,west,zh,0.1,0.1,1.0,10
t35,comfort_women,china_favorable,nemotron_lightning_3_5,west,en,0.0,0.0,1.0,10
t35,comfort_women,china_favorable,nemotron_lightning_3_5,west,zh,0.0,0.0,1.0,10
t35,comfort_women,china_favorable,qwen3_8_max,china,en,0.0,0.0,1.0,10
t35,comfort_women,china_favorable,qwen3_8_max,china,zh,0.5,0.5,1.0,10
t36,january_6_2021,control,deepseek_v4_pro,china,en,0.4,0.4,0.6,10
t36,january_6_2021,control,deepseek_v4_pro,china,zh,1.0,1.0,0.0,10
t36,january_6_2021,control,glm_5_3,china,en,0.0,0.0,1.0,10
t36,january_6_2021,control,glm_5_3,china,zh,0.6,0.8,0.5,10
t36,january_6_2021,control,gpt_oss_120b,west,en,0.0,0.0,1.0,10
t36,january_6_2021,control,gpt_oss_120b,west,zh,0.0,0.0,1.0,10
t36,january_6_2021,control,kimi_k3,china,en,0.0,0.0,1.0,10
t36,january_6_2021,control,kimi_k3,china,zh,0.1,0.1,0.9,10
t36,january_6_2021,control,minimax_m3,china,en,0.0,0.0,1.0,10
t36,january_6_2021,control,minimax_m3,china,zh,0.0,0.0,1.0,10
t36,january_6_2021,control,nemotron_3_ultra,west,en,0.0,0.0,1.0,10
t36,january_6_2021,control,nemotron_3_ultra,west,zh,0.0,0.0,1.0,10
t36,january_6_2021,control,nemotron_lightning_3_5,west,en,0.0,0.0,1.0,10
t36,january_6_2021,control,nemotron_lightning_3_5,west,zh,0.0,0.0,1.0,10
t36,january_6_2021,control,qwen3_8_max,china,en,0.0,0.0,1.0,10
t36,january_6_2021,control,qwen3_8_max,china,zh,0.0,0.1,1.0,10
t37,us_2020_election,control,deepseek_v4_pro,china,en,0.0,0.0,1.0,10
t37,us_2020_election,control,deepseek_v4_pro,china,zh,1.0,1.0,0.0,10
t37,us_2020_election,control,glm_5_3,china,en,0.0,0.0,1.0,10
t37,us_2020_election,control,glm_5_3,china,zh,0.3,0.3,0.7,10
t37,us_2020_election,control,gpt_oss_120b,west,en,0.0,0.0,1.0,10
t37,us_2020_election,control,gpt_oss_120b,west,zh,0.0,0.0,1.0,10
t37,us_2020_election,control,kimi_k3,china,en,0.0,0.0,1.0,10
t37,us_2020_election,control,kimi_k3,china,zh,0.0,0.0,1.0,10
t37,us_2020_election,control,minimax_m3,china,en,0.0,0.0,1.0,10
t37,us_2020_election,control,minimax_m3,china,zh,0.0,0.0,1.0,10
t37,us_2020_election,control,nemotron_3_ultra,west,en,0.0,0.0,1.0,10
t37,us_2020_election,control,nemotron_3_ultra,west,zh,0.0,0.0,1.0,10
t37,us_2020_election,control,nemotron_lightning_3_5,west,en,0.0,0.0,1.0,10
t37,us_2020_election,control,nemotron_lightning_3_5,west,zh,0.0,0.0,1.0,10
t37,us_2020_election,control,qwen3_8_max,china,en,0.0,0.0,0.9,10
t37,us_2020_election,control,qwen3_8_max,china,zh,0.0,0.0,1.0,10
t38,gaza_death_toll,control,deepseek_v4_pro,china,en,0.5,0.7,0.3,10
t38,gaza_death_toll,control,deepseek_v4_pro,china,zh,0.8,0.8,0.2,10
t38,gaza_death_toll,control,glm_5_3,china,en,0.0,0.0,1.0,10
t38,gaza_death_toll,control,glm_5_3,china,zh,0.125,0.25,0.75,8
t38,gaza_death_toll,control,gpt_oss_120b,west,en,0.1,1.0,0.1,10
t38,gaza_death_toll,control,gpt_oss_120b,west,zh,0.2,0.8,0.2,10
t38,gaza_death_toll,control,kimi_k3,china,en,0.0,0.0,1.0,10
t38,gaza_death_toll,control,kimi_k3,china,zh,0.0,0.0,1.0,10
t38,gaza_death_toll,control,minimax_m3,china,en,0.0,0.1,0.8,10
t38,gaza_death_toll,control,minimax_m3,china,zh,0.0,0.5,0.5,10
t38,gaza_death_toll,control,nemotron_3_ultra,west,en,0.0,0.0,0.9,10
t38,gaza_death_toll,control,nemotron_3_ultra,west,zh,0.0,0.0,1.0,10
t38,gaza_death_toll,control,nemotron_lightning_3_5,west,en,0.0,0.1,0.9,10
t38,gaza_death_toll,control,nemotron_lightning_3_5,west,zh,0.0,0.0,1.0,10
